W0327 02:23:33.008000 2188761 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] torch._dynamo hit config.recompile_limit (8)
W0327 02:23:33.008000 2188761 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8]    function: 'adamw_step_fused' (/content/autoresearch_calm/train.py:489)
W0327 02:23:33.008000 2188761 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8]    last reason: 1/7: tensor 'p' rank mismatch. expected 1, actual 2. Guard failed on a parameter, consider using torch._dynamo.config.force_parameter_static_shapes = False to allow dynamism on parameters.
W0327 02:23:33.008000 2188761 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] To log all recompilation reasons, use TORCH_LOGS="recompiles".
W0327 02:23:33.008000 2188761 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] To diagnose recompilation issues, see https://pytorch.org/docs/main/torch.compiler_troubleshooting.html
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  chunk_gate              : 524,800
  chunk_gate_hidden       : 754,400
  chunk_gate_resid        : 376,832
  chunk_resid             : 262,144
  chunk_pre_adapter       : 12,296
  chunk_pre_backbone      : 1,024
  chunk_post_backbone     : 1,024
  live_carry              : 512
  chunk_decode_offsets    : 1,024
  chunk_decode_hidden     : 123,120
  chunk_decode_proj       : 245,760
  chunk_pre_norm          : 1,024
  chunk_interface         : 262,656
  chunk_interface_scale   : 512
  token_shortcut_head     : 4,194,304
  shortcut_scale          : 2
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 57,093,610
Estimated FLOPs per token: 2.076211e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 2100s
Gradient accumulation steps: 16

step 00000 (0.0%) | phase: prefix | loss: 9.010914 | gn: 8.10 | lrm: 1.00 | dt: 8621ms | tok/sec: 60,812 | mfu: 1.3% | epoch: 1 | remaining: 2100s    
step 00001 (0.0%) | phase: prefix | loss: 8.996847 | gn: 1.26 | lrm: 1.00 | dt: 342ms | tok/sec: 1,534,443 | mfu: 32.2% | epoch: 1 | remaining: 2100s    
step 00002 (0.0%) | phase: prefix | loss: 9.469354 | gn: 7.91 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,904 | mfu: 34.6% | epoch: 1 | remaining: 2100s    
step 00003 (0.0%) | phase: prefix | loss: 8.879829 | gn: 1.47 | lrm: 1.00 | dt: 372ms | tok/sec: 1,407,637 | mfu: 29.5% | epoch: 1 | remaining: 2100s    
step 00004 (0.0%) | phase: prefix | loss: 8.315764 | gn: 1.15 | lrm: 1.00 | dt: 409ms | tok/sec: 1,282,604 | mfu: 26.9% | epoch: 1 | remaining: 2100s    
step 00005 (0.0%) | phase: prefix | loss: 7.887022 | gn: 1.22 | lrm: 1.00 | dt: 364ms | tok/sec: 1,439,390 | mfu: 30.2% | epoch: 1 | remaining: 2100s    
step 00006 (0.0%) | phase: prefix | loss: 7.515431 | gn: 0.61 | lrm: 1.00 | dt: 376ms | tok/sec: 1,394,483 | mfu: 29.3% | epoch: 1 | remaining: 2100s    
step 00007 (0.0%) | phase: prefix | loss: 7.185118 | gn: 0.57 | lrm: 1.00 | dt: 344ms | tok/sec: 1,525,957 | mfu: 32.0% | epoch: 1 | remaining: 2100s    
step 00008 (0.0%) | phase: prefix | loss: 6.889970 | gn: 0.43 | lrm: 1.00 | dt: 351ms | tok/sec: 1,494,949 | mfu: 31.4% | epoch: 1 | remaining: 2100s    
step 00009 (0.0%) | phase: prefix | loss: 6.623140 | gn: 0.33 | lrm: 1.00 | dt: 378ms | tok/sec: 1,388,357 | mfu: 29.1% | epoch: 1 | remaining: 2100s    
step 00010 (0.0%) | phase: prefix | loss: 6.368191 | gn: 0.28 | lrm: 1.00 | dt: 360ms | tok/sec: 1,457,386 | mfu: 30.6% | epoch: 1 | remaining: 2100s    
step 00011 (0.0%) | phase: prefix | loss: 6.142503 | gn: 0.26 | lrm: 1.00 | dt: 347ms | tok/sec: 1,511,947 | mfu: 31.7% | epoch: 1 | remaining: 2100s    
step 00012 (0.0%) | phase: prefix | loss: 5.927280 | gn: 0.24 | lrm: 1.00 | dt: 365ms | tok/sec: 1,435,851 | mfu: 30.1% | epoch: 1 | remaining: 2099s    
step 00013 (0.0%) | phase: prefix | loss: 5.728540 | gn: 0.24 | lrm: 1.00 | dt: 363ms | tok/sec: 1,444,838 | mfu: 30.3% | epoch: 1 | remaining: 2099s    
step 00014 (0.1%) | phase: prefix | loss: 5.541336 | gn: 0.23 | lrm: 1.00 | dt: 386ms | tok/sec: 1,357,756 | mfu: 28.5% | epoch: 1 | remaining: 2099s    
step 00015 (0.1%) | phase: prefix | loss: 5.357161 | gn: 0.26 | lrm: 1.00 | dt: 356ms | tok/sec: 1,473,520 | mfu: 30.9% | epoch: 1 | remaining: 2098s    
step 00016 (0.1%) | phase: prefix | loss: 5.181005 | gn: 0.47 | lrm: 1.00 | dt: 355ms | tok/sec: 1,478,035 | mfu: 31.0% | epoch: 1 | remaining: 2098s    
step 00017 (0.1%) | phase: prefix | loss: 5.011750 | gn: 0.56 | lrm: 1.00 | dt: 356ms | tok/sec: 1,472,823 | mfu: 30.9% | epoch: 1 | remaining: 2097s    
step 00018 (0.1%) | phase: prefix | loss: 4.845740 | gn: 0.21 | lrm: 1.00 | dt: 349ms | tok/sec: 1,503,074 | mfu: 31.5% | epoch: 1 | remaining: 2097s    
step 00019 (0.1%) | phase: prefix | loss: 4.687830 | gn: 0.38 | lrm: 1.00 | dt: 357ms | tok/sec: 1,467,390 | mfu: 30.8% | epoch: 1 | remaining: 2097s    
step 00020 (0.2%) | phase: prefix | loss: 4.531152 | gn: 0.22 | lrm: 1.00 | dt: 342ms | tok/sec: 1,530,947 | mfu: 32.1% | epoch: 1 | remaining: 2096s    
step 00021 (0.2%) | phase: prefix | loss: 4.381755 | gn: 0.20 | lrm: 1.00 | dt: 336ms | tok/sec: 1,562,290 | mfu: 32.8% | epoch: 1 | remaining: 2096s    
step 00022 (0.2%) | phase: prefix | loss: 4.247085 | gn: 0.15 | lrm: 1.00 | dt: 330ms | tok/sec: 1,590,446 | mfu: 33.4% | epoch: 1 | remaining: 2096s    
step 00023 (0.2%) | phase: prefix | loss: 4.120504 | gn: 0.16 | lrm: 1.00 | dt: 351ms | tok/sec: 1,491,809 | mfu: 31.3% | epoch: 1 | remaining: 2095s    
step 00024 (0.2%) | phase: prefix | loss: 3.995036 | gn: 0.15 | lrm: 1.00 | dt: 358ms | tok/sec: 1,464,785 | mfu: 30.7% | epoch: 1 | remaining: 2095s    
step 00025 (0.2%) | phase: prefix | loss: 3.875983 | gn: 0.18 | lrm: 1.00 | dt: 334ms | tok/sec: 1,568,124 | mfu: 32.9% | epoch: 1 | remaining: 2095s    
step 00026 (0.3%) | phase: prefix | loss: 3.770780 | gn: 0.21 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,897 | mfu: 34.3% | epoch: 1 | remaining: 2094s    
step 00027 (0.3%) | phase: prefix | loss: 3.665321 | gn: 0.31 | lrm: 1.00 | dt: 350ms | tok/sec: 1,499,364 | mfu: 31.5% | epoch: 1 | remaining: 2094s    
step 00028 (0.3%) | phase: prefix | loss: 3.579388 | gn: 0.43 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,599 | mfu: 33.6% | epoch: 1 | remaining: 2094s    
step 00029 (0.3%) | phase: prefix | loss: 3.498036 | gn: 0.47 | lrm: 1.00 | dt: 352ms | tok/sec: 1,490,413 | mfu: 31.3% | epoch: 1 | remaining: 2093s    
step 00030 (0.3%) | phase: prefix | loss: 3.427183 | gn: 0.39 | lrm: 1.00 | dt: 343ms | tok/sec: 1,529,564 | mfu: 32.1% | epoch: 1 | remaining: 2093s    
step 00031 (0.3%) | phase: prefix | loss: 3.361514 | gn: 0.39 | lrm: 1.00 | dt: 341ms | tok/sec: 1,538,608 | mfu: 32.3% | epoch: 1 | remaining: 2093s    
step 00032 (0.3%) | phase: prefix | loss: 3.298119 | gn: 0.30 | lrm: 1.00 | dt: 339ms | tok/sec: 1,548,243 | mfu: 32.5% | epoch: 1 | remaining: 2092s    
step 00033 (0.4%) | phase: prefix | loss: 3.242093 | gn: 0.27 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,810 | mfu: 34.0% | epoch: 1 | remaining: 2092s    
step 00034 (0.4%) | phase: prefix | loss: 3.188454 | gn: 0.30 | lrm: 1.00 | dt: 337ms | tok/sec: 1,553,849 | mfu: 32.6% | epoch: 1 | remaining: 2092s    
step 00035 (0.4%) | phase: prefix | loss: 3.144100 | gn: 0.31 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,448 | mfu: 33.5% | epoch: 1 | remaining: 2091s    
step 00036 (0.4%) | phase: prefix | loss: 3.098630 | gn: 0.42 | lrm: 1.00 | dt: 382ms | tok/sec: 1,373,435 | mfu: 28.8% | epoch: 1 | remaining: 2091s    
step 00037 (0.4%) | phase: prefix | loss: 3.058840 | gn: 0.47 | lrm: 1.00 | dt: 349ms | tok/sec: 1,503,358 | mfu: 31.5% | epoch: 1 | remaining: 2091s    
step 00038 (0.4%) | phase: prefix | loss: 3.022204 | gn: 0.34 | lrm: 1.00 | dt: 347ms | tok/sec: 1,511,760 | mfu: 31.7% | epoch: 1 | remaining: 2090s    
step 00039 (0.5%) | phase: prefix | loss: 2.988641 | gn: 0.24 | lrm: 1.00 | dt: 349ms | tok/sec: 1,502,133 | mfu: 31.5% | epoch: 1 | remaining: 2090s    
step 00040 (0.5%) | phase: prefix | loss: 2.961908 | gn: 0.27 | lrm: 1.00 | dt: 339ms | tok/sec: 1,545,944 | mfu: 32.4% | epoch: 1 | remaining: 2090s    
step 00041 (0.5%) | phase: prefix | loss: 2.934771 | gn: 0.23 | lrm: 1.00 | dt: 357ms | tok/sec: 1,469,601 | mfu: 30.8% | epoch: 1 | remaining: 2089s    
step 00042 (0.5%) | phase: prefix | loss: 2.909792 | gn: 0.20 | lrm: 1.00 | dt: 350ms | tok/sec: 1,495,936 | mfu: 31.4% | epoch: 1 | remaining: 2089s    
step 00043 (0.5%) | phase: prefix | loss: 2.882869 | gn: 0.28 | lrm: 1.00 | dt: 379ms | tok/sec: 1,384,949 | mfu: 29.1% | epoch: 1 | remaining: 2089s    
step 00044 (0.5%) | phase: prefix | loss: 2.860921 | gn: 0.40 | lrm: 1.00 | dt: 340ms | tok/sec: 1,544,133 | mfu: 32.4% | epoch: 1 | remaining: 2088s    
step 00045 (0.6%) | phase: prefix | loss: 2.847934 | gn: 0.63 | lrm: 1.00 | dt: 399ms | tok/sec: 1,312,675 | mfu: 27.5% | epoch: 1 | remaining: 2088s    
step 00046 (0.6%) | phase: prefix | loss: 2.832279 | gn: 0.87 | lrm: 1.00 | dt: 335ms | tok/sec: 1,563,812 | mfu: 32.8% | epoch: 1 | remaining: 2087s    
step 00047 (0.6%) | phase: prefix | loss: 2.811988 | gn: 0.51 | lrm: 1.00 | dt: 355ms | tok/sec: 1,477,221 | mfu: 31.0% | epoch: 1 | remaining: 2087s    
step 00048 (0.6%) | phase: prefix | loss: 2.799652 | gn: 0.29 | lrm: 1.00 | dt: 341ms | tok/sec: 1,537,768 | mfu: 32.3% | epoch: 1 | remaining: 2087s    
step 00049 (0.6%) | phase: prefix | loss: 2.779312 | gn: 0.28 | lrm: 1.00 | dt: 347ms | tok/sec: 1,508,921 | mfu: 31.7% | epoch: 1 | remaining: 2086s    
step 00050 (0.6%) | phase: prefix | loss: 2.760518 | gn: 0.18 | lrm: 1.00 | dt: 350ms | tok/sec: 1,499,875 | mfu: 31.5% | epoch: 1 | remaining: 2086s    
step 00051 (0.7%) | phase: prefix | loss: 2.745735 | gn: 0.19 | lrm: 1.00 | dt: 371ms | tok/sec: 1,411,688 | mfu: 29.6% | epoch: 1 | remaining: 2086s    
step 00052 (0.7%) | phase: prefix | loss: 2.726096 | gn: 0.20 | lrm: 1.00 | dt: 330ms | tok/sec: 1,586,950 | mfu: 33.3% | epoch: 1 | remaining: 2085s    
step 00053 (0.7%) | phase: prefix | loss: 2.713628 | gn: 0.25 | lrm: 1.00 | dt: 330ms | tok/sec: 1,586,816 | mfu: 33.3% | epoch: 1 | remaining: 2085s    
step 00054 (0.7%) | phase: prefix | loss: 2.703657 | gn: 0.25 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,001 | mfu: 33.9% | epoch: 1 | remaining: 2085s    
step 00055 (0.7%) | phase: prefix | loss: 2.687552 | gn: 0.22 | lrm: 1.00 | dt: 348ms | tok/sec: 1,505,795 | mfu: 31.6% | epoch: 1 | remaining: 2084s    
step 00056 (0.7%) | phase: prefix | loss: 2.673738 | gn: 0.25 | lrm: 1.00 | dt: 355ms | tok/sec: 1,477,130 | mfu: 31.0% | epoch: 1 | remaining: 2084s    
step 00057 (0.8%) | phase: prefix | loss: 2.666265 | gn: 0.36 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,706 | mfu: 33.6% | epoch: 1 | remaining: 2084s    
step 00058 (0.8%) | phase: prefix | loss: 2.650677 | gn: 0.36 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,085 | mfu: 33.9% | epoch: 1 | remaining: 2083s    
step 00059 (0.8%) | phase: prefix | loss: 2.639460 | gn: 0.30 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,422 | mfu: 33.6% | epoch: 1 | remaining: 2083s    
step 00060 (0.8%) | phase: prefix | loss: 2.629981 | gn: 0.22 | lrm: 1.00 | dt: 311ms | tok/sec: 1,686,419 | mfu: 35.4% | epoch: 1 | remaining: 2083s    
step 00061 (0.8%) | phase: prefix | loss: 2.618495 | gn: 0.23 | lrm: 1.00 | dt: 316ms | tok/sec: 1,656,837 | mfu: 34.8% | epoch: 1 | remaining: 2082s    
step 00062 (0.8%) | phase: prefix | loss: 2.612001 | gn: 0.26 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,389 | mfu: 33.4% | epoch: 1 | remaining: 2082s    
step 00063 (0.9%) | phase: prefix | loss: 2.598467 | gn: 0.21 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,929 | mfu: 33.9% | epoch: 1 | remaining: 2082s    
step 00064 (0.9%) | phase: prefix | loss: 2.587007 | gn: 0.20 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,648 | mfu: 33.9% | epoch: 1 | remaining: 2081s    
step 00065 (0.9%) | phase: prefix | loss: 2.570938 | gn: 0.29 | lrm: 1.00 | dt: 346ms | tok/sec: 1,516,196 | mfu: 31.8% | epoch: 1 | remaining: 2081s    
step 00066 (0.9%) | phase: prefix | loss: 2.563634 | gn: 0.43 | lrm: 1.00 | dt: 334ms | tok/sec: 1,570,718 | mfu: 33.0% | epoch: 1 | remaining: 2081s    
step 00067 (0.9%) | phase: prefix | loss: 2.556773 | gn: 0.63 | lrm: 1.00 | dt: 326ms | tok/sec: 1,605,995 | mfu: 33.7% | epoch: 1 | remaining: 2080s    
step 00068 (0.9%) | phase: prefix | loss: 2.556434 | gn: 0.76 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,377 | mfu: 33.6% | epoch: 1 | remaining: 2080s    
step 00069 (0.9%) | phase: prefix | loss: 2.556490 | gn: 0.58 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,834 | mfu: 33.3% | epoch: 1 | remaining: 2080s    
step 00070 (1.0%) | phase: prefix | loss: 2.547995 | gn: 0.30 | lrm: 1.00 | dt: 348ms | tok/sec: 1,507,903 | mfu: 31.6% | epoch: 1 | remaining: 2079s    
step 00071 (1.0%) | phase: prefix | loss: 2.538398 | gn: 0.19 | lrm: 1.00 | dt: 350ms | tok/sec: 1,498,319 | mfu: 31.4% | epoch: 1 | remaining: 2079s    
step 00072 (1.0%) | phase: prefix | loss: 2.524880 | gn: 0.26 | lrm: 1.00 | dt: 353ms | tok/sec: 1,483,292 | mfu: 31.1% | epoch: 1 | remaining: 2079s    
step 00073 (1.0%) | phase: prefix | loss: 2.510547 | gn: 0.23 | lrm: 1.00 | dt: 352ms | tok/sec: 1,487,817 | mfu: 31.2% | epoch: 1 | remaining: 2078s    
step 00074 (1.0%) | phase: prefix | loss: 2.499572 | gn: 0.18 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,234 | mfu: 33.7% | epoch: 1 | remaining: 2078s    
step 00075 (1.0%) | phase: prefix | loss: 2.493565 | gn: 0.25 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,709 | mfu: 33.6% | epoch: 1 | remaining: 2078s    
step 00076 (1.1%) | phase: prefix | loss: 2.484497 | gn: 0.30 | lrm: 1.00 | dt: 374ms | tok/sec: 1,402,555 | mfu: 29.4% | epoch: 1 | remaining: 2077s    
step 00077 (1.1%) | phase: prefix | loss: 2.475860 | gn: 0.36 | lrm: 1.00 | dt: 334ms | tok/sec: 1,569,752 | mfu: 32.9% | epoch: 1 | remaining: 2077s    
step 00078 (1.1%) | phase: prefix | loss: 2.463090 | gn: 0.33 | lrm: 1.00 | dt: 341ms | tok/sec: 1,538,201 | mfu: 32.3% | epoch: 1 | remaining: 2077s    
step 00079 (1.1%) | phase: prefix | loss: 2.449123 | gn: 0.22 | lrm: 1.00 | dt: 335ms | tok/sec: 1,565,635 | mfu: 32.9% | epoch: 1 | remaining: 2076s    
