Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
W0330 20:54:13.725000 2026 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] torch._dynamo hit config.recompile_limit (8)
W0330 20:54:13.725000 2026 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8]    function: 'adamw_step_fused' (/content/autoresearch_calm/train.py:489)
W0330 20:54:13.725000 2026 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8]    last reason: 1/7: tensor 'p' rank mismatch. expected 1, actual 2. Guard failed on a parameter, consider using torch._dynamo.config.force_parameter_static_shapes = False to allow dynamism on parameters.
W0330 20:54:13.725000 2026 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] To log all recompilation reasons, use TORCH_LOGS="recompiles".
W0330 20:54:13.725000 2026 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] To diagnose recompilation issues, see https://pytorch.org/docs/main/torch.compiler_troubleshooting.html
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  chunk_gate              : 524,800
  chunk_gate_hidden       : 754,400
  chunk_gate_resid        : 376,832
  chunk_resid             : 262,144
  chunk_pre_adapter       : 12,296
  chunk_pre_backbone      : 1,024
  chunk_post_backbone     : 1,024
  live_carry              : 512
  chunk_decode_offsets    : 1,024
  chunk_decode_hidden     : 123,120
  chunk_decode_proj       : 245,760
  chunk_pre_norm          : 1,024
  chunk_interface         : 262,656
  chunk_interface_scale   : 512
  token_shortcut_head     : 4,194,304
  shortcut_scale          : 2
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 57,093,610
Estimated FLOPs per token: 2.076211e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 4500s
Gradient accumulation steps: 16

step 00000 (0.0%) | phase: prefix | loss: 9.010914 | gn: 8.10 | lrm: 1.00 | dt: 32641ms | tok/sec: 16,062 | mfu: 0.3% | epoch: 1 | remaining: 4500s    
step 00001 (0.0%) | phase: prefix | loss: 8.996847 | gn: 1.26 | lrm: 1.00 | dt: 353ms | tok/sec: 1,485,616 | mfu: 31.2% | epoch: 1 | remaining: 4500s    
step 00002 (0.0%) | phase: prefix | loss: 9.469365 | gn: 7.91 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,505 | mfu: 34.2% | epoch: 1 | remaining: 4500s    
step 00003 (0.0%) | phase: prefix | loss: 8.879843 | gn: 1.47 | lrm: 1.00 | dt: 384ms | tok/sec: 1,365,852 | mfu: 28.7% | epoch: 1 | remaining: 4500s    
step 00004 (0.0%) | phase: prefix | loss: 8.315311 | gn: 1.15 | lrm: 1.00 | dt: 383ms | tok/sec: 1,370,598 | mfu: 28.8% | epoch: 1 | remaining: 4500s    
step 00005 (0.0%) | phase: prefix | loss: 7.886651 | gn: 1.23 | lrm: 1.00 | dt: 358ms | tok/sec: 1,462,682 | mfu: 30.7% | epoch: 1 | remaining: 4500s    
step 00006 (0.0%) | phase: prefix | loss: 7.515307 | gn: 0.60 | lrm: 1.00 | dt: 374ms | tok/sec: 1,400,190 | mfu: 29.4% | epoch: 1 | remaining: 4500s    
step 00007 (0.0%) | phase: prefix | loss: 7.185533 | gn: 0.57 | lrm: 1.00 | dt: 351ms | tok/sec: 1,492,375 | mfu: 31.3% | epoch: 1 | remaining: 4500s    
step 00008 (0.0%) | phase: prefix | loss: 6.890962 | gn: 0.44 | lrm: 1.00 | dt: 350ms | tok/sec: 1,497,224 | mfu: 31.4% | epoch: 1 | remaining: 4500s    
step 00009 (0.0%) | phase: prefix | loss: 6.623864 | gn: 0.33 | lrm: 1.00 | dt: 360ms | tok/sec: 1,455,320 | mfu: 30.5% | epoch: 1 | remaining: 4500s    
step 00010 (0.0%) | phase: prefix | loss: 6.369547 | gn: 0.28 | lrm: 1.00 | dt: 367ms | tok/sec: 1,428,866 | mfu: 30.0% | epoch: 1 | remaining: 4500s    
step 00011 (0.0%) | phase: prefix | loss: 6.144182 | gn: 0.26 | lrm: 1.00 | dt: 344ms | tok/sec: 1,525,897 | mfu: 32.0% | epoch: 1 | remaining: 4500s    
step 00012 (0.0%) | phase: prefix | loss: 5.930474 | gn: 0.24 | lrm: 1.00 | dt: 367ms | tok/sec: 1,427,795 | mfu: 30.0% | epoch: 1 | remaining: 4499s    
step 00013 (0.0%) | phase: prefix | loss: 5.731742 | gn: 0.24 | lrm: 1.00 | dt: 358ms | tok/sec: 1,465,286 | mfu: 30.7% | epoch: 1 | remaining: 4499s    
step 00014 (0.0%) | phase: prefix | loss: 5.546456 | gn: 0.25 | lrm: 1.00 | dt: 384ms | tok/sec: 1,365,600 | mfu: 28.7% | epoch: 1 | remaining: 4499s    
step 00015 (0.0%) | phase: prefix | loss: 5.364622 | gn: 0.32 | lrm: 1.00 | dt: 363ms | tok/sec: 1,444,873 | mfu: 30.3% | epoch: 1 | remaining: 4498s    
step 00016 (0.0%) | phase: prefix | loss: 5.190284 | gn: 0.52 | lrm: 1.00 | dt: 361ms | tok/sec: 1,451,057 | mfu: 30.4% | epoch: 1 | remaining: 4498s    
step 00017 (0.0%) | phase: prefix | loss: 5.017730 | gn: 0.45 | lrm: 1.00 | dt: 367ms | tok/sec: 1,427,997 | mfu: 30.0% | epoch: 1 | remaining: 4497s    
step 00018 (0.1%) | phase: prefix | loss: 4.852448 | gn: 0.21 | lrm: 1.00 | dt: 360ms | tok/sec: 1,454,883 | mfu: 30.5% | epoch: 1 | remaining: 4497s    
step 00019 (0.1%) | phase: prefix | loss: 4.693244 | gn: 0.29 | lrm: 1.00 | dt: 384ms | tok/sec: 1,366,471 | mfu: 28.7% | epoch: 1 | remaining: 4497s    
step 00020 (0.1%) | phase: prefix | loss: 4.536083 | gn: 0.18 | lrm: 1.00 | dt: 381ms | tok/sec: 1,375,739 | mfu: 28.9% | epoch: 1 | remaining: 4496s    
step 00021 (0.1%) | phase: prefix | loss: 4.385964 | gn: 0.17 | lrm: 1.00 | dt: 372ms | tok/sec: 1,409,966 | mfu: 29.6% | epoch: 1 | remaining: 4496s    
step 00022 (0.1%) | phase: prefix | loss: 4.250932 | gn: 0.14 | lrm: 1.00 | dt: 360ms | tok/sec: 1,455,642 | mfu: 30.5% | epoch: 1 | remaining: 4496s    
step 00023 (0.1%) | phase: prefix | loss: 4.123665 | gn: 0.15 | lrm: 1.00 | dt: 391ms | tok/sec: 1,342,468 | mfu: 28.2% | epoch: 1 | remaining: 4495s    
step 00024 (0.1%) | phase: prefix | loss: 3.998941 | gn: 0.18 | lrm: 1.00 | dt: 370ms | tok/sec: 1,415,503 | mfu: 29.7% | epoch: 1 | remaining: 4495s    
step 00025 (0.1%) | phase: prefix | loss: 3.880939 | gn: 0.25 | lrm: 1.00 | dt: 343ms | tok/sec: 1,529,435 | mfu: 32.1% | epoch: 1 | remaining: 4494s    
step 00026 (0.1%) | phase: prefix | loss: 3.775850 | gn: 0.21 | lrm: 1.00 | dt: 334ms | tok/sec: 1,567,637 | mfu: 32.9% | epoch: 1 | remaining: 4494s    
step 00027 (0.1%) | phase: prefix | loss: 3.669338 | gn: 0.22 | lrm: 1.00 | dt: 343ms | tok/sec: 1,529,632 | mfu: 32.1% | epoch: 1 | remaining: 4494s    
step 00028 (0.1%) | phase: prefix | loss: 3.581559 | gn: 0.24 | lrm: 1.00 | dt: 342ms | tok/sec: 1,534,861 | mfu: 32.2% | epoch: 1 | remaining: 4493s    
step 00029 (0.1%) | phase: prefix | loss: 3.499000 | gn: 0.30 | lrm: 1.00 | dt: 374ms | tok/sec: 1,400,444 | mfu: 29.4% | epoch: 1 | remaining: 4493s    
step 00030 (0.2%) | phase: prefix | loss: 3.428564 | gn: 0.51 | lrm: 1.00 | dt: 351ms | tok/sec: 1,491,581 | mfu: 31.3% | epoch: 1 | remaining: 4493s    
step 00031 (0.2%) | phase: prefix | loss: 3.367783 | gn: 0.76 | lrm: 1.00 | dt: 345ms | tok/sec: 1,518,414 | mfu: 31.9% | epoch: 1 | remaining: 4492s    
step 00032 (0.2%) | phase: prefix | loss: 3.309477 | gn: 0.77 | lrm: 1.00 | dt: 344ms | tok/sec: 1,522,258 | mfu: 31.9% | epoch: 1 | remaining: 4492s    
step 00033 (0.2%) | phase: prefix | loss: 3.259392 | gn: 0.58 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,958 | mfu: 33.5% | epoch: 1 | remaining: 4492s    
step 00034 (0.2%) | phase: prefix | loss: 3.207031 | gn: 0.27 | lrm: 1.00 | dt: 339ms | tok/sec: 1,545,635 | mfu: 32.4% | epoch: 1 | remaining: 4491s    
step 00035 (0.2%) | phase: prefix | loss: 3.164190 | gn: 0.33 | lrm: 1.00 | dt: 347ms | tok/sec: 1,512,505 | mfu: 31.7% | epoch: 1 | remaining: 4491s    
step 00036 (0.2%) | phase: prefix | loss: 3.117644 | gn: 0.16 | lrm: 1.00 | dt: 380ms | tok/sec: 1,380,906 | mfu: 29.0% | epoch: 1 | remaining: 4491s    
step 00037 (0.2%) | phase: prefix | loss: 3.075354 | gn: 0.19 | lrm: 1.00 | dt: 355ms | tok/sec: 1,476,938 | mfu: 31.0% | epoch: 1 | remaining: 4490s    
step 00038 (0.2%) | phase: prefix | loss: 3.037026 | gn: 0.11 | lrm: 1.00 | dt: 340ms | tok/sec: 1,540,341 | mfu: 32.3% | epoch: 1 | remaining: 4490s    
step 00039 (0.2%) | phase: prefix | loss: 3.002203 | gn: 0.15 | lrm: 1.00 | dt: 334ms | tok/sec: 1,570,208 | mfu: 32.9% | epoch: 1 | remaining: 4490s    
step 00040 (0.2%) | phase: prefix | loss: 2.974065 | gn: 0.10 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,443 | mfu: 33.1% | epoch: 1 | remaining: 4489s    
step 00041 (0.2%) | phase: prefix | loss: 2.945868 | gn: 0.16 | lrm: 1.00 | dt: 345ms | tok/sec: 1,519,636 | mfu: 31.9% | epoch: 1 | remaining: 4489s    
step 00042 (0.2%) | phase: prefix | loss: 2.920582 | gn: 0.21 | lrm: 1.00 | dt: 353ms | tok/sec: 1,486,828 | mfu: 31.2% | epoch: 1 | remaining: 4489s    
step 00043 (0.3%) | phase: prefix | loss: 2.893234 | gn: 0.25 | lrm: 1.00 | dt: 387ms | tok/sec: 1,356,054 | mfu: 28.5% | epoch: 1 | remaining: 4488s    
step 00044 (0.3%) | phase: prefix | loss: 2.870944 | gn: 0.29 | lrm: 1.00 | dt: 345ms | tok/sec: 1,519,039 | mfu: 31.9% | epoch: 1 | remaining: 4488s    
step 00045 (0.3%) | phase: prefix | loss: 2.853471 | gn: 0.26 | lrm: 1.00 | dt: 390ms | tok/sec: 1,345,153 | mfu: 28.2% | epoch: 1 | remaining: 4487s    
step 00046 (0.3%) | phase: prefix | loss: 2.829447 | gn: 0.19 | lrm: 1.00 | dt: 341ms | tok/sec: 1,535,725 | mfu: 32.2% | epoch: 1 | remaining: 4487s    
step 00047 (0.3%) | phase: prefix | loss: 2.806529 | gn: 0.24 | lrm: 1.00 | dt: 363ms | tok/sec: 1,445,306 | mfu: 30.3% | epoch: 1 | remaining: 4487s    
step 00048 (0.3%) | phase: prefix | loss: 2.794659 | gn: 0.40 | lrm: 1.00 | dt: 353ms | tok/sec: 1,486,478 | mfu: 31.2% | epoch: 1 | remaining: 4486s    
step 00049 (0.3%) | phase: prefix | loss: 2.776571 | gn: 0.48 | lrm: 1.00 | dt: 349ms | tok/sec: 1,503,393 | mfu: 31.5% | epoch: 1 | remaining: 4486s    
step 00050 (0.3%) | phase: prefix | loss: 2.759288 | gn: 0.42 | lrm: 1.00 | dt: 360ms | tok/sec: 1,456,850 | mfu: 30.6% | epoch: 1 | remaining: 4486s    
step 00051 (0.3%) | phase: prefix | loss: 2.746918 | gn: 0.43 | lrm: 1.00 | dt: 373ms | tok/sec: 1,404,514 | mfu: 29.5% | epoch: 1 | remaining: 4485s    
step 00052 (0.3%) | phase: prefix | loss: 2.730708 | gn: 0.54 | lrm: 1.00 | dt: 357ms | tok/sec: 1,469,878 | mfu: 30.8% | epoch: 1 | remaining: 4485s    
step 00053 (0.3%) | phase: prefix | loss: 2.721782 | gn: 0.61 | lrm: 1.00 | dt: 360ms | tok/sec: 1,456,391 | mfu: 30.6% | epoch: 1 | remaining: 4485s    
step 00054 (0.3%) | phase: prefix | loss: 2.712851 | gn: 0.39 | lrm: 1.00 | dt: 357ms | tok/sec: 1,469,848 | mfu: 30.8% | epoch: 1 | remaining: 4484s    
step 00055 (0.3%) | phase: prefix | loss: 2.696244 | gn: 0.19 | lrm: 1.00 | dt: 368ms | tok/sec: 1,426,379 | mfu: 29.9% | epoch: 1 | remaining: 4484s    
step 00056 (0.4%) | phase: prefix | loss: 2.680997 | gn: 0.16 | lrm: 1.00 | dt: 355ms | tok/sec: 1,478,164 | mfu: 31.0% | epoch: 1 | remaining: 4484s    
step 00057 (0.4%) | phase: prefix | loss: 2.670859 | gn: 0.16 | lrm: 1.00 | dt: 344ms | tok/sec: 1,524,444 | mfu: 32.0% | epoch: 1 | remaining: 4483s    
step 00058 (0.4%) | phase: prefix | loss: 2.653661 | gn: 0.17 | lrm: 1.00 | dt: 341ms | tok/sec: 1,539,384 | mfu: 32.3% | epoch: 1 | remaining: 4483s    
step 00059 (0.4%) | phase: prefix | loss: 2.640568 | gn: 0.22 | lrm: 1.00 | dt: 342ms | tok/sec: 1,533,532 | mfu: 32.2% | epoch: 1 | remaining: 4483s    
step 00060 (0.4%) | phase: prefix | loss: 2.630279 | gn: 0.26 | lrm: 1.00 | dt: 333ms | tok/sec: 1,573,395 | mfu: 33.0% | epoch: 1 | remaining: 4482s    
step 00061 (0.4%) | phase: prefix | loss: 2.619231 | gn: 0.33 | lrm: 1.00 | dt: 341ms | tok/sec: 1,537,547 | mfu: 32.3% | epoch: 1 | remaining: 4482s    
step 00062 (0.4%) | phase: prefix | loss: 2.613593 | gn: 0.39 | lrm: 1.00 | dt: 347ms | tok/sec: 1,512,330 | mfu: 31.7% | epoch: 1 | remaining: 4482s    
step 00063 (0.4%) | phase: prefix | loss: 2.602042 | gn: 0.32 | lrm: 1.00 | dt: 348ms | tok/sec: 1,508,488 | mfu: 31.7% | epoch: 1 | remaining: 4481s    
step 00064 (0.4%) | phase: prefix | loss: 2.592085 | gn: 0.23 | lrm: 1.00 | dt: 331ms | tok/sec: 1,584,888 | mfu: 33.3% | epoch: 1 | remaining: 4481s    
step 00065 (0.4%) | phase: prefix | loss: 2.577002 | gn: 0.25 | lrm: 1.00 | dt: 342ms | tok/sec: 1,531,713 | mfu: 32.1% | epoch: 1 | remaining: 4480s    
step 00066 (0.4%) | phase: prefix | loss: 2.569392 | gn: 0.27 | lrm: 1.00 | dt: 342ms | tok/sec: 1,531,775 | mfu: 32.1% | epoch: 1 | remaining: 4480s    
step 00067 (0.4%) | phase: prefix | loss: 2.560111 | gn: 0.34 | lrm: 1.00 | dt: 349ms | tok/sec: 1,504,253 | mfu: 31.6% | epoch: 1 | remaining: 4480s    
step 00068 (0.4%) | phase: prefix | loss: 2.553358 | gn: 0.44 | lrm: 1.00 | dt: 341ms | tok/sec: 1,535,651 | mfu: 32.2% | epoch: 1 | remaining: 4479s    
step 00069 (0.5%) | phase: prefix | loss: 2.550344 | gn: 0.53 | lrm: 1.00 | dt: 339ms | tok/sec: 1,547,126 | mfu: 32.5% | epoch: 1 | remaining: 4479s    
step 00070 (0.5%) | phase: prefix | loss: 2.540756 | gn: 0.44 | lrm: 1.00 | dt: 352ms | tok/sec: 1,490,105 | mfu: 31.3% | epoch: 1 | remaining: 4479s    
step 00071 (0.5%) | phase: prefix | loss: 2.532728 | gn: 0.30 | lrm: 1.00 | dt: 353ms | tok/sec: 1,486,636 | mfu: 31.2% | epoch: 1 | remaining: 4478s    
step 00072 (0.5%) | phase: prefix | loss: 2.519175 | gn: 0.18 | lrm: 1.00 | dt: 343ms | tok/sec: 1,530,291 | mfu: 32.1% | epoch: 1 | remaining: 4478s    
step 00073 (0.5%) | phase: prefix | loss: 2.504961 | gn: 0.19 | lrm: 1.00 | dt: 331ms | tok/sec: 1,585,811 | mfu: 33.3% | epoch: 1 | remaining: 4478s    
step 00074 (0.5%) | phase: prefix | loss: 2.495633 | gn: 0.26 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,518 | mfu: 34.3% | epoch: 1 | remaining: 4477s    
step 00075 (0.5%) | phase: prefix | loss: 2.492448 | gn: 0.40 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,459 | mfu: 33.1% | epoch: 1 | remaining: 4477s    
step 00076 (0.5%) | phase: prefix | loss: 2.486426 | gn: 0.47 | lrm: 1.00 | dt: 362ms | tok/sec: 1,446,949 | mfu: 30.4% | epoch: 1 | remaining: 4477s    
step 00077 (0.5%) | phase: prefix | loss: 2.478465 | gn: 0.35 | lrm: 1.00 | dt: 343ms | tok/sec: 1,530,208 | mfu: 32.1% | epoch: 1 | remaining: 4476s    
step 00078 (0.5%) | phase: prefix | loss: 2.465335 | gn: 0.26 | lrm: 1.00 | dt: 338ms | tok/sec: 1,551,359 | mfu: 32.6% | epoch: 1 | remaining: 4476s    
step 00079 (0.5%) | phase: prefix | loss: 2.451823 | gn: 0.21 | lrm: 1.00 | dt: 348ms | tok/sec: 1,504,568 | mfu: 31.6% | epoch: 1 | remaining: 4476s    
step 00080 (0.5%) | phase: prefix | loss: 2.442068 | gn: 0.17 | lrm: 1.00 | dt: 341ms | tok/sec: 1,538,237 | mfu: 32.3% | epoch: 1 | remaining: 4475s    
step 00081 (0.5%) | phase: prefix | loss: 2.430073 | gn: 0.17 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,501 | mfu: 33.7% | epoch: 1 | remaining: 4475s    
step 00082 (0.6%) | phase: prefix | loss: 2.420458 | gn: 0.19 | lrm: 1.00 | dt: 333ms | tok/sec: 1,574,753 | mfu: 33.0% | epoch: 1 | remaining: 4475s    
