W0326 21:42:28.605000 57327 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] torch._dynamo hit config.recompile_limit (8)
W0326 21:42:28.605000 57327 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8]    function: 'adamw_step_fused' (/content/autoresearch_calm/train.py:489)
W0326 21:42:28.605000 57327 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8]    last reason: 1/7: tensor 'p' rank mismatch. expected 1, actual 2. Guard failed on a parameter, consider using torch._dynamo.config.force_parameter_static_shapes = False to allow dynamism on parameters.
W0326 21:42:28.605000 57327 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] To log all recompilation reasons, use TORCH_LOGS="recompiles".
W0326 21:42:28.605000 57327 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] To diagnose recompilation issues, see https://pytorch.org/docs/main/torch.compiler_troubleshooting.html
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  chunk_gate              : 524,800
  chunk_gate_hidden       : 754,400
  chunk_gate_resid        : 376,832
  chunk_resid             : 262,144
  chunk_pre_adapter       : 12,296
  chunk_pre_backbone      : 1,024
  chunk_post_backbone     : 1,024
  live_carry              : 512
  chunk_decode_offsets    : 1,024
  chunk_decode_hidden     : 123,120
  chunk_decode_proj       : 245,760
  chunk_pre_norm          : 1,024
  chunk_interface         : 262,656
  chunk_interface_scale   : 512
  token_shortcut_head     : 4,194,304
  shortcut_scale          : 2
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 57,093,610
Estimated FLOPs per token: 2.076211e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 16

step 00000 (0.0%) | phase: prefix | loss: 9.010914 | gn: 8.10 | lrm: 1.00 | dt: 8769ms | tok/sec: 59,786 | mfu: 1.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | phase: prefix | loss: 8.996847 | gn: 1.26 | lrm: 1.00 | dt: 338ms | tok/sec: 1,549,493 | mfu: 32.5% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | phase: prefix | loss: 9.469371 | gn: 7.91 | lrm: 1.00 | dt: 313ms | tok/sec: 1,676,436 | mfu: 35.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | phase: prefix | loss: 8.879836 | gn: 1.47 | lrm: 1.00 | dt: 366ms | tok/sec: 1,433,935 | mfu: 30.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | phase: prefix | loss: 8.315514 | gn: 1.15 | lrm: 1.00 | dt: 380ms | tok/sec: 1,378,792 | mfu: 28.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | phase: prefix | loss: 7.886463 | gn: 1.22 | lrm: 1.00 | dt: 347ms | tok/sec: 1,511,866 | mfu: 31.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | phase: prefix | loss: 7.514863 | gn: 0.61 | lrm: 1.00 | dt: 359ms | tok/sec: 1,459,474 | mfu: 30.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | phase: prefix | loss: 7.184489 | gn: 0.58 | lrm: 1.00 | dt: 332ms | tok/sec: 1,576,933 | mfu: 33.1% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | phase: prefix | loss: 6.889776 | gn: 0.44 | lrm: 1.00 | dt: 344ms | tok/sec: 1,524,816 | mfu: 32.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | phase: prefix | loss: 6.622096 | gn: 0.33 | lrm: 1.00 | dt: 355ms | tok/sec: 1,475,859 | mfu: 31.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | phase: prefix | loss: 6.367183 | gn: 0.27 | lrm: 1.00 | dt: 356ms | tok/sec: 1,473,532 | mfu: 30.9% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | phase: prefix | loss: 6.141592 | gn: 0.27 | lrm: 1.00 | dt: 338ms | tok/sec: 1,550,985 | mfu: 32.5% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | phase: prefix | loss: 5.927226 | gn: 0.24 | lrm: 1.00 | dt: 357ms | tok/sec: 1,466,703 | mfu: 30.8% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | phase: prefix | loss: 5.727393 | gn: 0.23 | lrm: 1.00 | dt: 344ms | tok/sec: 1,525,917 | mfu: 32.0% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | phase: prefix | loss: 5.540348 | gn: 0.24 | lrm: 1.00 | dt: 371ms | tok/sec: 1,412,691 | mfu: 29.6% | epoch: 1 | remaining: 299s    
step 00015 (0.5%) | phase: prefix | loss: 5.356258 | gn: 0.29 | lrm: 1.00 | dt: 366ms | tok/sec: 1,433,485 | mfu: 30.1% | epoch: 1 | remaining: 298s    
step 00016 (0.6%) | phase: prefix | loss: 5.180162 | gn: 0.51 | lrm: 1.00 | dt: 370ms | tok/sec: 1,418,818 | mfu: 29.8% | epoch: 1 | remaining: 298s    
step 00017 (0.7%) | phase: prefix | loss: 5.010155 | gn: 0.55 | lrm: 1.00 | dt: 370ms | tok/sec: 1,415,359 | mfu: 29.7% | epoch: 1 | remaining: 297s    
step 00018 (0.8%) | phase: prefix | loss: 4.844115 | gn: 0.21 | lrm: 1.00 | dt: 347ms | tok/sec: 1,512,115 | mfu: 31.7% | epoch: 1 | remaining: 297s    
step 00019 (1.0%) | phase: prefix | loss: 4.685205 | gn: 0.37 | lrm: 1.00 | dt: 367ms | tok/sec: 1,430,175 | mfu: 30.0% | epoch: 1 | remaining: 297s    
step 00020 (1.1%) | phase: prefix | loss: 4.527978 | gn: 0.19 | lrm: 1.00 | dt: 350ms | tok/sec: 1,497,667 | mfu: 31.4% | epoch: 1 | remaining: 296s    
step 00021 (1.2%) | phase: prefix | loss: 4.378378 | gn: 0.21 | lrm: 1.00 | dt: 348ms | tok/sec: 1,507,674 | mfu: 31.6% | epoch: 1 | remaining: 296s    
step 00022 (1.3%) | phase: prefix | loss: 4.244530 | gn: 0.15 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,991 | mfu: 33.1% | epoch: 1 | remaining: 296s    
step 00023 (1.4%) | phase: prefix | loss: 4.117811 | gn: 0.16 | lrm: 1.00 | dt: 349ms | tok/sec: 1,501,995 | mfu: 31.5% | epoch: 1 | remaining: 295s    
step 00024 (1.5%) | phase: prefix | loss: 3.992579 | gn: 0.17 | lrm: 1.00 | dt: 357ms | tok/sec: 1,466,800 | mfu: 30.8% | epoch: 1 | remaining: 295s    
step 00025 (1.7%) | phase: prefix | loss: 3.873429 | gn: 0.17 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,124 | mfu: 33.8% | epoch: 1 | remaining: 295s    
step 00026 (1.8%) | phase: prefix | loss: 3.768226 | gn: 0.16 | lrm: 1.00 | dt: 306ms | tok/sec: 1,712,428 | mfu: 35.9% | epoch: 1 | remaining: 294s    
step 00027 (1.9%) | phase: prefix | loss: 3.662595 | gn: 0.21 | lrm: 1.00 | dt: 356ms | tok/sec: 1,472,716 | mfu: 30.9% | epoch: 1 | remaining: 294s    
step 00028 (2.0%) | phase: prefix | loss: 3.576179 | gn: 0.34 | lrm: 1.00 | dt: 342ms | tok/sec: 1,533,325 | mfu: 32.2% | epoch: 1 | remaining: 294s    
step 00029 (2.1%) | phase: prefix | loss: 3.495253 | gn: 0.47 | lrm: 1.00 | dt: 375ms | tok/sec: 1,398,576 | mfu: 29.3% | epoch: 1 | remaining: 293s    
step 00030 (2.2%) | phase: prefix | loss: 3.425537 | gn: 0.50 | lrm: 1.00 | dt: 359ms | tok/sec: 1,460,988 | mfu: 30.7% | epoch: 1 | remaining: 293s    
step 00031 (2.3%) | phase: prefix | loss: 3.361333 | gn: 0.47 | lrm: 1.00 | dt: 336ms | tok/sec: 1,560,212 | mfu: 32.7% | epoch: 1 | remaining: 293s    
step 00032 (2.5%) | phase: prefix | loss: 3.299184 | gn: 0.37 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,899 | mfu: 33.1% | epoch: 1 | remaining: 292s    
step 00033 (2.6%) | phase: prefix | loss: 3.244127 | gn: 0.28 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,880 | mfu: 34.1% | epoch: 1 | remaining: 292s    
step 00034 (2.7%) | phase: prefix | loss: 3.190666 | gn: 0.19 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,239 | mfu: 34.4% | epoch: 1 | remaining: 292s    
step 00035 (2.8%) | phase: prefix | loss: 3.145630 | gn: 0.17 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,629 | mfu: 34.0% | epoch: 1 | remaining: 291s    
step 00036 (2.9%) | phase: prefix | loss: 3.099540 | gn: 0.24 | lrm: 1.00 | dt: 378ms | tok/sec: 1,387,357 | mfu: 29.1% | epoch: 1 | remaining: 291s    
step 00037 (3.0%) | phase: prefix | loss: 3.058059 | gn: 0.36 | lrm: 1.00 | dt: 331ms | tok/sec: 1,586,041 | mfu: 33.3% | epoch: 1 | remaining: 291s    
step 00038 (3.1%) | phase: prefix | loss: 3.024067 | gn: 0.52 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,973 | mfu: 34.7% | epoch: 1 | remaining: 290s    
step 00039 (3.2%) | phase: prefix | loss: 2.993461 | gn: 0.48 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,276 | mfu: 33.1% | epoch: 1 | remaining: 290s    
step 00040 (3.3%) | phase: prefix | loss: 2.967618 | gn: 0.41 | lrm: 1.00 | dt: 308ms | tok/sec: 1,700,611 | mfu: 35.7% | epoch: 1 | remaining: 290s    
step 00041 (3.4%) | phase: prefix | loss: 2.942492 | gn: 0.51 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,657 | mfu: 33.3% | epoch: 1 | remaining: 289s    
step 00042 (3.6%) | phase: prefix | loss: 2.918611 | gn: 0.33 | lrm: 1.00 | dt: 349ms | tok/sec: 1,501,952 | mfu: 31.5% | epoch: 1 | remaining: 289s    
step 00043 (3.7%) | phase: prefix | loss: 2.892384 | gn: 0.22 | lrm: 1.00 | dt: 372ms | tok/sec: 1,408,964 | mfu: 29.6% | epoch: 1 | remaining: 289s    
step 00044 (3.8%) | phase: prefix | loss: 2.869814 | gn: 0.25 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,030 | mfu: 33.7% | epoch: 1 | remaining: 288s    
step 00045 (3.9%) | phase: prefix | loss: 2.852719 | gn: 0.27 | lrm: 1.00 | dt: 378ms | tok/sec: 1,386,518 | mfu: 29.1% | epoch: 1 | remaining: 288s    
step 00046 (4.0%) | phase: prefix | loss: 2.830375 | gn: 0.30 | lrm: 1.00 | dt: 316ms | tok/sec: 1,659,612 | mfu: 34.8% | epoch: 1 | remaining: 288s    
step 00047 (4.1%) | phase: prefix | loss: 2.807771 | gn: 0.22 | lrm: 1.00 | dt: 342ms | tok/sec: 1,534,944 | mfu: 32.2% | epoch: 1 | remaining: 287s    
step 00048 (4.2%) | phase: prefix | loss: 2.793482 | gn: 0.17 | lrm: 1.00 | dt: 346ms | tok/sec: 1,515,421 | mfu: 31.8% | epoch: 1 | remaining: 287s    
step 00049 (4.4%) | phase: prefix | loss: 2.771836 | gn: 0.18 | lrm: 1.00 | dt: 332ms | tok/sec: 1,580,273 | mfu: 33.2% | epoch: 1 | remaining: 287s    
step 00050 (4.5%) | phase: prefix | loss: 2.754075 | gn: 0.24 | lrm: 1.00 | dt: 336ms | tok/sec: 1,562,437 | mfu: 32.8% | epoch: 1 | remaining: 286s    
step 00051 (4.6%) | phase: prefix | loss: 2.741083 | gn: 0.33 | lrm: 1.00 | dt: 365ms | tok/sec: 1,435,620 | mfu: 30.1% | epoch: 1 | remaining: 286s    
step 00052 (4.7%) | phase: prefix | loss: 2.723341 | gn: 0.42 | lrm: 1.00 | dt: 312ms | tok/sec: 1,679,146 | mfu: 35.2% | epoch: 1 | remaining: 286s    
step 00053 (4.8%) | phase: prefix | loss: 2.713242 | gn: 0.56 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,734 | mfu: 34.4% | epoch: 1 | remaining: 285s    
step 00054 (4.9%) | phase: prefix | loss: 2.708221 | gn: 0.65 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,787 | mfu: 34.1% | epoch: 1 | remaining: 285s    
step 00055 (5.0%) | phase: prefix | loss: 2.696883 | gn: 0.48 | lrm: 1.00 | dt: 326ms | tok/sec: 1,605,815 | mfu: 33.7% | epoch: 1 | remaining: 285s    
step 00056 (5.1%) | phase: prefix | loss: 2.683608 | gn: 0.31 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,130 | mfu: 33.3% | epoch: 1 | remaining: 284s    
step 00057 (5.2%) | phase: prefix | loss: 2.674248 | gn: 0.19 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,318 | mfu: 33.4% | epoch: 1 | remaining: 284s    
step 00058 (5.4%) | phase: prefix | loss: 2.657148 | gn: 0.19 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,176 | mfu: 33.9% | epoch: 1 | remaining: 284s    
step 00059 (5.5%) | phase: prefix | loss: 2.645165 | gn: 0.28 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,316 | mfu: 34.7% | epoch: 1 | remaining: 283s    
step 00060 (5.6%) | phase: prefix | loss: 2.635812 | gn: 0.46 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,848 | mfu: 34.6% | epoch: 1 | remaining: 283s    
step 00061 (5.7%) | phase: prefix | loss: 2.628159 | gn: 0.63 | lrm: 1.00 | dt: 332ms | tok/sec: 1,579,043 | mfu: 33.1% | epoch: 1 | remaining: 283s    
step 00062 (5.8%) | phase: prefix | loss: 2.623678 | gn: 0.46 | lrm: 1.00 | dt: 336ms | tok/sec: 1,561,918 | mfu: 32.8% | epoch: 1 | remaining: 282s    
step 00063 (5.9%) | phase: prefix | loss: 2.610963 | gn: 0.18 | lrm: 1.00 | dt: 357ms | tok/sec: 1,469,745 | mfu: 30.8% | epoch: 1 | remaining: 282s    
step 00064 (6.0%) | phase: prefix | loss: 2.600570 | gn: 0.22 | lrm: 1.00 | dt: 334ms | tok/sec: 1,569,056 | mfu: 32.9% | epoch: 1 | remaining: 282s    
step 00065 (6.1%) | phase: prefix | loss: 2.584072 | gn: 0.20 | lrm: 1.00 | dt: 338ms | tok/sec: 1,549,773 | mfu: 32.5% | epoch: 1 | remaining: 281s    
step 00066 (6.2%) | phase: prefix | loss: 2.574318 | gn: 0.20 | lrm: 1.00 | dt: 347ms | tok/sec: 1,511,492 | mfu: 31.7% | epoch: 1 | remaining: 281s    
step 00067 (6.4%) | phase: prefix | loss: 2.562588 | gn: 0.19 | lrm: 1.00 | dt: 342ms | tok/sec: 1,533,736 | mfu: 32.2% | epoch: 1 | remaining: 281s    
step 00068 (6.5%) | phase: prefix | loss: 2.553680 | gn: 0.22 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,959 | mfu: 34.2% | epoch: 1 | remaining: 280s    
step 00069 (6.6%) | phase: prefix | loss: 2.548153 | gn: 0.24 | lrm: 1.00 | dt: 333ms | tok/sec: 1,576,749 | mfu: 33.1% | epoch: 1 | remaining: 280s    
step 00070 (6.7%) | phase: prefix | loss: 2.537944 | gn: 0.27 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,244 | mfu: 33.7% | epoch: 1 | remaining: 280s    
step 00071 (6.8%) | phase: prefix | loss: 2.528448 | gn: 0.26 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,079 | mfu: 33.6% | epoch: 1 | remaining: 279s    
step 00072 (6.9%) | phase: prefix | loss: 2.515136 | gn: 0.29 | lrm: 1.00 | dt: 331ms | tok/sec: 1,584,304 | mfu: 33.2% | epoch: 1 | remaining: 279s    
step 00073 (7.0%) | phase: prefix | loss: 2.502644 | gn: 0.32 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,664 | mfu: 33.5% | epoch: 1 | remaining: 279s    
step 00074 (7.1%) | phase: prefix | loss: 2.496550 | gn: 0.31 | lrm: 1.00 | dt: 306ms | tok/sec: 1,712,879 | mfu: 35.9% | epoch: 1 | remaining: 278s    
step 00075 (7.2%) | phase: prefix | loss: 2.492537 | gn: 0.26 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,626 | mfu: 33.9% | epoch: 1 | remaining: 278s    
step 00076 (7.3%) | phase: prefix | loss: 2.483630 | gn: 0.21 | lrm: 1.00 | dt: 357ms | tok/sec: 1,468,276 | mfu: 30.8% | epoch: 1 | remaining: 278s    
step 00077 (7.5%) | phase: prefix | loss: 2.475606 | gn: 0.29 | lrm: 1.00 | dt: 335ms | tok/sec: 1,563,836 | mfu: 32.8% | epoch: 1 | remaining: 277s    
step 00078 (7.6%) | phase: prefix | loss: 2.463532 | gn: 0.41 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,340 | mfu: 33.5% | epoch: 1 | remaining: 277s    
step 00079 (7.7%) | phase: prefix | loss: 2.454546 | gn: 0.53 | lrm: 1.00 | dt: 338ms | tok/sec: 1,552,447 | mfu: 32.6% | epoch: 1 | remaining: 277s    
