Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
W0329 22:51:29.535000 12878 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] torch._dynamo hit config.recompile_limit (8)
W0329 22:51:29.535000 12878 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8]    function: 'adamw_step_fused' (/content/autoresearch_calm/train.py:489)
W0329 22:51:29.535000 12878 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8]    last reason: 1/7: tensor 'p' rank mismatch. expected 1, actual 2. Guard failed on a parameter, consider using torch._dynamo.config.force_parameter_static_shapes = False to allow dynamism on parameters.
W0329 22:51:29.535000 12878 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] To log all recompilation reasons, use TORCH_LOGS="recompiles".
W0329 22:51:29.535000 12878 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] To diagnose recompilation issues, see https://pytorch.org/docs/main/torch.compiler_troubleshooting.html
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  chunk_gate              : 524,800
  chunk_gate_hidden       : 754,400
  chunk_gate_resid        : 376,832
  chunk_resid             : 262,144
  chunk_pre_adapter       : 12,296
  chunk_pre_backbone      : 1,024
  chunk_post_backbone     : 1,024
  live_carry              : 512
  chunk_decode_offsets    : 1,024
  chunk_decode_hidden     : 123,120
  chunk_decode_proj       : 245,760
  chunk_pre_norm          : 1,024
  chunk_interface         : 262,656
  chunk_interface_scale   : 512
  token_shortcut_head     : 4,194,304
  shortcut_scale          : 2
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 57,093,610
Estimated FLOPs per token: 2.076211e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 4500s
Gradient accumulation steps: 16

step 00000 (0.0%) | phase: prefix | loss: 9.010914 | gn: 8.10 | lrm: 1.00 | dt: 32999ms | tok/sec: 15,888 | mfu: 0.3% | epoch: 1 | remaining: 4500s    
step 00001 (0.0%) | phase: prefix | loss: 8.996847 | gn: 1.26 | lrm: 1.00 | dt: 349ms | tok/sec: 1,501,946 | mfu: 31.5% | epoch: 1 | remaining: 4500s    
step 00002 (0.0%) | phase: prefix | loss: 9.469391 | gn: 7.91 | lrm: 1.00 | dt: 333ms | tok/sec: 1,574,181 | mfu: 33.0% | epoch: 1 | remaining: 4500s    
step 00003 (0.0%) | phase: prefix | loss: 8.879850 | gn: 1.47 | lrm: 1.00 | dt: 378ms | tok/sec: 1,387,122 | mfu: 29.1% | epoch: 1 | remaining: 4500s    
step 00004 (0.0%) | phase: prefix | loss: 8.315604 | gn: 1.15 | lrm: 1.00 | dt: 398ms | tok/sec: 1,315,733 | mfu: 27.6% | epoch: 1 | remaining: 4500s    
step 00005 (0.0%) | phase: prefix | loss: 7.887584 | gn: 1.23 | lrm: 1.00 | dt: 375ms | tok/sec: 1,397,731 | mfu: 29.3% | epoch: 1 | remaining: 4500s    
step 00006 (0.0%) | phase: prefix | loss: 7.516165 | gn: 0.61 | lrm: 1.00 | dt: 378ms | tok/sec: 1,385,521 | mfu: 29.1% | epoch: 1 | remaining: 4500s    
step 00007 (0.0%) | phase: prefix | loss: 7.184876 | gn: 0.57 | lrm: 1.00 | dt: 349ms | tok/sec: 1,501,331 | mfu: 31.5% | epoch: 1 | remaining: 4500s    
step 00008 (0.0%) | phase: prefix | loss: 6.889020 | gn: 0.44 | lrm: 1.00 | dt: 358ms | tok/sec: 1,462,815 | mfu: 30.7% | epoch: 1 | remaining: 4500s    
step 00009 (0.0%) | phase: prefix | loss: 6.621970 | gn: 0.33 | lrm: 1.00 | dt: 368ms | tok/sec: 1,425,820 | mfu: 29.9% | epoch: 1 | remaining: 4500s    
step 00010 (0.0%) | phase: prefix | loss: 6.367042 | gn: 0.28 | lrm: 1.00 | dt: 367ms | tok/sec: 1,429,123 | mfu: 30.0% | epoch: 1 | remaining: 4500s    
step 00011 (0.0%) | phase: prefix | loss: 6.140987 | gn: 0.27 | lrm: 1.00 | dt: 354ms | tok/sec: 1,481,445 | mfu: 31.1% | epoch: 1 | remaining: 4500s    
step 00012 (0.0%) | phase: prefix | loss: 5.926772 | gn: 0.24 | lrm: 1.00 | dt: 365ms | tok/sec: 1,436,020 | mfu: 30.1% | epoch: 1 | remaining: 4499s    
step 00013 (0.0%) | phase: prefix | loss: 5.728014 | gn: 0.25 | lrm: 1.00 | dt: 368ms | tok/sec: 1,425,995 | mfu: 29.9% | epoch: 1 | remaining: 4499s    
step 00014 (0.0%) | phase: prefix | loss: 5.542271 | gn: 0.26 | lrm: 1.00 | dt: 378ms | tok/sec: 1,385,619 | mfu: 29.1% | epoch: 1 | remaining: 4499s    
step 00015 (0.0%) | phase: prefix | loss: 5.359830 | gn: 0.33 | lrm: 1.00 | dt: 356ms | tok/sec: 1,471,578 | mfu: 30.9% | epoch: 1 | remaining: 4498s    
step 00016 (0.0%) | phase: prefix | loss: 5.183151 | gn: 0.49 | lrm: 1.00 | dt: 360ms | tok/sec: 1,457,447 | mfu: 30.6% | epoch: 1 | remaining: 4498s    
step 00017 (0.0%) | phase: prefix | loss: 5.008647 | gn: 0.41 | lrm: 1.00 | dt: 364ms | tok/sec: 1,439,453 | mfu: 30.2% | epoch: 1 | remaining: 4497s    
step 00018 (0.1%) | phase: prefix | loss: 4.842916 | gn: 0.20 | lrm: 1.00 | dt: 356ms | tok/sec: 1,471,513 | mfu: 30.9% | epoch: 1 | remaining: 4497s    
step 00019 (0.1%) | phase: prefix | loss: 4.683356 | gn: 0.30 | lrm: 1.00 | dt: 378ms | tok/sec: 1,387,485 | mfu: 29.1% | epoch: 1 | remaining: 4497s    
step 00020 (0.1%) | phase: prefix | loss: 4.526217 | gn: 0.19 | lrm: 1.00 | dt: 363ms | tok/sec: 1,442,775 | mfu: 30.3% | epoch: 1 | remaining: 4496s    
step 00021 (0.1%) | phase: prefix | loss: 4.375979 | gn: 0.18 | lrm: 1.00 | dt: 365ms | tok/sec: 1,437,471 | mfu: 30.2% | epoch: 1 | remaining: 4496s    
step 00022 (0.1%) | phase: prefix | loss: 4.242286 | gn: 0.18 | lrm: 1.00 | dt: 382ms | tok/sec: 1,374,255 | mfu: 28.8% | epoch: 1 | remaining: 4496s    
step 00023 (0.1%) | phase: prefix | loss: 4.116187 | gn: 0.23 | lrm: 1.00 | dt: 375ms | tok/sec: 1,397,281 | mfu: 29.3% | epoch: 1 | remaining: 4495s    
step 00024 (0.1%) | phase: prefix | loss: 3.992755 | gn: 0.23 | lrm: 1.00 | dt: 374ms | tok/sec: 1,403,161 | mfu: 29.4% | epoch: 1 | remaining: 4495s    
step 00025 (0.1%) | phase: prefix | loss: 3.873879 | gn: 0.17 | lrm: 1.00 | dt: 364ms | tok/sec: 1,440,548 | mfu: 30.2% | epoch: 1 | remaining: 4494s    
step 00026 (0.1%) | phase: prefix | loss: 3.768514 | gn: 0.14 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,037 | mfu: 33.0% | epoch: 1 | remaining: 4494s    
step 00027 (0.1%) | phase: prefix | loss: 3.661925 | gn: 0.18 | lrm: 1.00 | dt: 365ms | tok/sec: 1,435,188 | mfu: 30.1% | epoch: 1 | remaining: 4494s    
step 00028 (0.1%) | phase: prefix | loss: 3.575318 | gn: 0.35 | lrm: 1.00 | dt: 356ms | tok/sec: 1,471,463 | mfu: 30.9% | epoch: 1 | remaining: 4493s    
step 00029 (0.1%) | phase: prefix | loss: 3.496081 | gn: 0.58 | lrm: 1.00 | dt: 370ms | tok/sec: 1,417,904 | mfu: 29.8% | epoch: 1 | remaining: 4493s    
step 00030 (0.2%) | phase: prefix | loss: 3.430707 | gn: 0.81 | lrm: 1.00 | dt: 354ms | tok/sec: 1,481,565 | mfu: 31.1% | epoch: 1 | remaining: 4493s    
step 00031 (0.2%) | phase: prefix | loss: 3.371883 | gn: 0.72 | lrm: 1.00 | dt: 343ms | tok/sec: 1,527,947 | mfu: 32.1% | epoch: 1 | remaining: 4492s    
step 00032 (0.2%) | phase: prefix | loss: 3.309438 | gn: 0.28 | lrm: 1.00 | dt: 350ms | tok/sec: 1,500,026 | mfu: 31.5% | epoch: 1 | remaining: 4492s    
step 00033 (0.2%) | phase: prefix | loss: 3.256297 | gn: 0.39 | lrm: 1.00 | dt: 337ms | tok/sec: 1,555,276 | mfu: 32.6% | epoch: 1 | remaining: 4492s    
step 00034 (0.2%) | phase: prefix | loss: 3.202983 | gn: 0.24 | lrm: 1.00 | dt: 341ms | tok/sec: 1,538,032 | mfu: 32.3% | epoch: 1 | remaining: 4491s    
step 00035 (0.2%) | phase: prefix | loss: 3.158669 | gn: 0.27 | lrm: 1.00 | dt: 345ms | tok/sec: 1,518,833 | mfu: 31.9% | epoch: 1 | remaining: 4491s    
step 00036 (0.2%) | phase: prefix | loss: 3.111553 | gn: 0.15 | lrm: 1.00 | dt: 389ms | tok/sec: 1,346,863 | mfu: 28.3% | epoch: 1 | remaining: 4491s    
step 00037 (0.2%) | phase: prefix | loss: 3.068973 | gn: 0.23 | lrm: 1.00 | dt: 356ms | tok/sec: 1,472,587 | mfu: 30.9% | epoch: 1 | remaining: 4490s    
step 00038 (0.2%) | phase: prefix | loss: 3.031172 | gn: 0.14 | lrm: 1.00 | dt: 339ms | tok/sec: 1,544,491 | mfu: 32.4% | epoch: 1 | remaining: 4490s    
step 00039 (0.2%) | phase: prefix | loss: 2.997042 | gn: 0.19 | lrm: 1.00 | dt: 343ms | tok/sec: 1,530,082 | mfu: 32.1% | epoch: 1 | remaining: 4490s    
step 00040 (0.2%) | phase: prefix | loss: 2.969676 | gn: 0.24 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,680 | mfu: 33.5% | epoch: 1 | remaining: 4489s    
step 00041 (0.2%) | phase: prefix | loss: 2.943171 | gn: 0.35 | lrm: 1.00 | dt: 351ms | tok/sec: 1,493,073 | mfu: 31.3% | epoch: 1 | remaining: 4489s    
step 00042 (0.2%) | phase: prefix | loss: 2.920539 | gn: 0.40 | lrm: 1.00 | dt: 362ms | tok/sec: 1,449,128 | mfu: 30.4% | epoch: 1 | remaining: 4489s    
step 00043 (0.3%) | phase: prefix | loss: 2.893903 | gn: 0.30 | lrm: 1.00 | dt: 385ms | tok/sec: 1,362,164 | mfu: 28.6% | epoch: 1 | remaining: 4488s    
step 00044 (0.3%) | phase: prefix | loss: 2.870900 | gn: 0.23 | lrm: 1.00 | dt: 344ms | tok/sec: 1,522,654 | mfu: 31.9% | epoch: 1 | remaining: 4488s    
step 00045 (0.3%) | phase: prefix | loss: 2.854419 | gn: 0.30 | lrm: 1.00 | dt: 389ms | tok/sec: 1,347,683 | mfu: 28.3% | epoch: 1 | remaining: 4487s    
step 00046 (0.3%) | phase: prefix | loss: 2.831910 | gn: 0.35 | lrm: 1.00 | dt: 338ms | tok/sec: 1,551,544 | mfu: 32.6% | epoch: 1 | remaining: 4487s    
step 00047 (0.3%) | phase: prefix | loss: 2.809881 | gn: 0.31 | lrm: 1.00 | dt: 363ms | tok/sec: 1,443,964 | mfu: 30.3% | epoch: 1 | remaining: 4487s    
step 00048 (0.3%) | phase: prefix | loss: 2.796064 | gn: 0.27 | lrm: 1.00 | dt: 353ms | tok/sec: 1,485,534 | mfu: 31.2% | epoch: 1 | remaining: 4486s    
step 00049 (0.3%) | phase: prefix | loss: 2.774983 | gn: 0.27 | lrm: 1.00 | dt: 353ms | tok/sec: 1,485,089 | mfu: 31.2% | epoch: 1 | remaining: 4486s    
step 00050 (0.3%) | phase: prefix | loss: 2.756901 | gn: 0.33 | lrm: 1.00 | dt: 347ms | tok/sec: 1,510,163 | mfu: 31.7% | epoch: 1 | remaining: 4486s    
step 00051 (0.3%) | phase: prefix | loss: 2.744615 | gn: 0.46 | lrm: 1.00 | dt: 359ms | tok/sec: 1,458,938 | mfu: 30.6% | epoch: 1 | remaining: 4485s    
step 00052 (0.3%) | phase: prefix | loss: 2.727444 | gn: 0.47 | lrm: 1.00 | dt: 342ms | tok/sec: 1,534,864 | mfu: 32.2% | epoch: 1 | remaining: 4485s    
step 00053 (0.3%) | phase: prefix | loss: 2.715356 | gn: 0.33 | lrm: 1.00 | dt: 350ms | tok/sec: 1,500,016 | mfu: 31.5% | epoch: 1 | remaining: 4485s    
step 00054 (0.3%) | phase: prefix | loss: 2.707547 | gn: 0.28 | lrm: 1.00 | dt: 360ms | tok/sec: 1,457,019 | mfu: 30.6% | epoch: 1 | remaining: 4484s    
step 00055 (0.3%) | phase: prefix | loss: 2.691996 | gn: 0.26 | lrm: 1.00 | dt: 365ms | tok/sec: 1,434,564 | mfu: 30.1% | epoch: 1 | remaining: 4484s    
step 00056 (0.4%) | phase: prefix | loss: 2.678548 | gn: 0.32 | lrm: 1.00 | dt: 364ms | tok/sec: 1,439,268 | mfu: 30.2% | epoch: 1 | remaining: 4484s    
step 00057 (0.4%) | phase: prefix | loss: 2.668481 | gn: 0.22 | lrm: 1.00 | dt: 361ms | tok/sec: 1,453,226 | mfu: 30.5% | epoch: 1 | remaining: 4483s    
step 00058 (0.4%) | phase: prefix | loss: 2.651246 | gn: 0.20 | lrm: 1.00 | dt: 351ms | tok/sec: 1,493,858 | mfu: 31.3% | epoch: 1 | remaining: 4483s    
step 00059 (0.4%) | phase: prefix | loss: 2.638300 | gn: 0.17 | lrm: 1.00 | dt: 349ms | tok/sec: 1,501,035 | mfu: 31.5% | epoch: 1 | remaining: 4482s    
step 00060 (0.4%) | phase: prefix | loss: 2.627709 | gn: 0.18 | lrm: 1.00 | dt: 340ms | tok/sec: 1,542,536 | mfu: 32.4% | epoch: 1 | remaining: 4482s    
step 00061 (0.4%) | phase: prefix | loss: 2.617382 | gn: 0.26 | lrm: 1.00 | dt: 357ms | tok/sec: 1,468,664 | mfu: 30.8% | epoch: 1 | remaining: 4482s    
step 00062 (0.4%) | phase: prefix | loss: 2.612647 | gn: 0.29 | lrm: 1.00 | dt: 358ms | tok/sec: 1,463,178 | mfu: 30.7% | epoch: 1 | remaining: 4481s    
step 00063 (0.4%) | phase: prefix | loss: 2.600798 | gn: 0.27 | lrm: 1.00 | dt: 346ms | tok/sec: 1,516,530 | mfu: 31.8% | epoch: 1 | remaining: 4481s    
step 00064 (0.4%) | phase: prefix | loss: 2.590845 | gn: 0.27 | lrm: 1.00 | dt: 344ms | tok/sec: 1,525,555 | mfu: 32.0% | epoch: 1 | remaining: 4481s    
step 00065 (0.4%) | phase: prefix | loss: 2.575260 | gn: 0.35 | lrm: 1.00 | dt: 346ms | tok/sec: 1,514,071 | mfu: 31.8% | epoch: 1 | remaining: 4480s    
step 00066 (0.4%) | phase: prefix | loss: 2.568832 | gn: 0.47 | lrm: 1.00 | dt: 350ms | tok/sec: 1,497,838 | mfu: 31.4% | epoch: 1 | remaining: 4480s    
step 00067 (0.4%) | phase: prefix | loss: 2.560649 | gn: 0.47 | lrm: 1.00 | dt: 347ms | tok/sec: 1,510,492 | mfu: 31.7% | epoch: 1 | remaining: 4480s    
step 00068 (0.5%) | phase: prefix | loss: 2.554653 | gn: 0.52 | lrm: 1.00 | dt: 343ms | tok/sec: 1,530,750 | mfu: 32.1% | epoch: 1 | remaining: 4479s    
step 00069 (0.5%) | phase: prefix | loss: 2.554641 | gn: 0.56 | lrm: 1.00 | dt: 348ms | tok/sec: 1,506,693 | mfu: 31.6% | epoch: 1 | remaining: 4479s    
step 00070 (0.5%) | phase: prefix | loss: 2.547249 | gn: 0.50 | lrm: 1.00 | dt: 345ms | tok/sec: 1,517,616 | mfu: 31.8% | epoch: 1 | remaining: 4479s    
step 00071 (0.5%) | phase: prefix | loss: 2.540087 | gn: 0.34 | lrm: 1.00 | dt: 347ms | tok/sec: 1,510,924 | mfu: 31.7% | epoch: 1 | remaining: 4478s    
step 00072 (0.5%) | phase: prefix | loss: 2.527694 | gn: 0.32 | lrm: 1.00 | dt: 350ms | tok/sec: 1,495,953 | mfu: 31.4% | epoch: 1 | remaining: 4478s    
step 00073 (0.5%) | phase: prefix | loss: 2.515434 | gn: 0.37 | lrm: 1.00 | dt: 336ms | tok/sec: 1,560,799 | mfu: 32.7% | epoch: 1 | remaining: 4478s    
step 00074 (0.5%) | phase: prefix | loss: 2.507588 | gn: 0.39 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,506 | mfu: 33.6% | epoch: 1 | remaining: 4477s    
step 00075 (0.5%) | phase: prefix | loss: 2.502604 | gn: 0.24 | lrm: 1.00 | dt: 340ms | tok/sec: 1,540,002 | mfu: 32.3% | epoch: 1 | remaining: 4477s    
step 00076 (0.5%) | phase: prefix | loss: 2.492196 | gn: 0.15 | lrm: 1.00 | dt: 370ms | tok/sec: 1,415,347 | mfu: 29.7% | epoch: 1 | remaining: 4477s    
step 00077 (0.5%) | phase: prefix | loss: 2.482075 | gn: 0.16 | lrm: 1.00 | dt: 348ms | tok/sec: 1,504,943 | mfu: 31.6% | epoch: 1 | remaining: 4476s    
step 00078 (0.5%) | phase: prefix | loss: 2.466771 | gn: 0.14 | lrm: 1.00 | dt: 339ms | tok/sec: 1,546,792 | mfu: 32.5% | epoch: 1 | remaining: 4476s    
step 00079 (0.5%) | phase: prefix | loss: 2.452618 | gn: 0.13 | lrm: 1.00 | dt: 350ms | tok/sec: 1,498,527 | mfu: 31.4% | epoch: 1 | remaining: 4476s    
step 00080 (0.5%) | phase: prefix | loss: 2.442241 | gn: 0.12 | lrm: 1.00 | dt: 343ms | tok/sec: 1,527,439 | mfu: 32.0% | epoch: 1 | remaining: 4475s    
step 00081 (0.6%) | phase: prefix | loss: 2.430230 | gn: 0.15 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,163 | mfu: 33.8% | epoch: 1 | remaining: 4475s    
step 00082 (0.6%) | phase: prefix | loss: 2.422531 | gn: 0.30 | lrm: 1.00 | dt: 338ms | tok/sec: 1,552,368 | mfu: 32.6% | epoch: 1 | remaining: 4475s    
