W0326 22:53:31.630000 489331 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] torch._dynamo hit config.recompile_limit (8)
W0326 22:53:31.630000 489331 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8]    function: 'adamw_step_fused' (/content/autoresearch_calm/train.py:489)
W0326 22:53:31.630000 489331 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8]    last reason: 1/7: tensor 'p' rank mismatch. expected 1, actual 2. Guard failed on a parameter, consider using torch._dynamo.config.force_parameter_static_shapes = False to allow dynamism on parameters.
W0326 22:53:31.630000 489331 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] To log all recompilation reasons, use TORCH_LOGS="recompiles".
W0326 22:53:31.630000 489331 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] To diagnose recompilation issues, see https://pytorch.org/docs/main/torch.compiler_troubleshooting.html
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  chunk_gate              : 524,800
  chunk_gate_hidden       : 754,400
  chunk_gate_resid        : 376,832
  chunk_resid             : 262,144
  chunk_pre_adapter       : 12,296
  chunk_pre_backbone      : 1,024
  chunk_post_backbone     : 1,024
  live_carry              : 512
  chunk_decode_offsets    : 1,024
  chunk_decode_hidden     : 123,120
  chunk_decode_proj       : 245,760
  chunk_pre_norm          : 1,024
  chunk_interface         : 262,656
  chunk_interface_scale   : 512
  token_shortcut_head     : 4,194,304
  shortcut_scale          : 2
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 57,093,610
Estimated FLOPs per token: 2.076211e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 600s
Gradient accumulation steps: 16

step 00000 (0.0%) | phase: prefix | loss: 9.010914 | gn: 8.10 | lrm: 1.00 | dt: 9215ms | tok/sec: 56,897 | mfu: 1.2% | epoch: 1 | remaining: 600s    
step 00001 (0.0%) | phase: prefix | loss: 8.996847 | gn: 1.26 | lrm: 1.00 | dt: 385ms | tok/sec: 1,361,648 | mfu: 28.6% | epoch: 1 | remaining: 600s    
step 00002 (0.0%) | phase: prefix | loss: 9.469322 | gn: 7.91 | lrm: 1.00 | dt: 355ms | tok/sec: 1,478,019 | mfu: 31.0% | epoch: 1 | remaining: 600s    
step 00003 (0.0%) | phase: prefix | loss: 8.879807 | gn: 1.47 | lrm: 1.00 | dt: 407ms | tok/sec: 1,287,751 | mfu: 27.0% | epoch: 1 | remaining: 600s    
step 00004 (0.0%) | phase: prefix | loss: 8.315639 | gn: 1.15 | lrm: 1.00 | dt: 425ms | tok/sec: 1,235,056 | mfu: 25.9% | epoch: 1 | remaining: 600s    
step 00005 (0.0%) | phase: prefix | loss: 7.886866 | gn: 1.24 | lrm: 1.00 | dt: 396ms | tok/sec: 1,324,074 | mfu: 27.8% | epoch: 1 | remaining: 600s    
step 00006 (0.0%) | phase: prefix | loss: 7.514766 | gn: 0.60 | lrm: 1.00 | dt: 415ms | tok/sec: 1,262,986 | mfu: 26.5% | epoch: 1 | remaining: 600s    
step 00007 (0.0%) | phase: prefix | loss: 7.183625 | gn: 0.56 | lrm: 1.00 | dt: 394ms | tok/sec: 1,331,652 | mfu: 27.9% | epoch: 1 | remaining: 600s    
step 00008 (0.0%) | phase: prefix | loss: 6.888534 | gn: 0.43 | lrm: 1.00 | dt: 396ms | tok/sec: 1,324,922 | mfu: 27.8% | epoch: 1 | remaining: 600s    
step 00009 (0.0%) | phase: prefix | loss: 6.621996 | gn: 0.33 | lrm: 1.00 | dt: 396ms | tok/sec: 1,324,651 | mfu: 27.8% | epoch: 1 | remaining: 600s    
step 00010 (0.0%) | phase: prefix | loss: 6.367739 | gn: 0.27 | lrm: 1.00 | dt: 400ms | tok/sec: 1,310,304 | mfu: 27.5% | epoch: 1 | remaining: 600s    
step 00011 (0.0%) | phase: prefix | loss: 6.142755 | gn: 0.26 | lrm: 1.00 | dt: 392ms | tok/sec: 1,338,693 | mfu: 28.1% | epoch: 1 | remaining: 600s    
step 00012 (0.1%) | phase: prefix | loss: 5.929119 | gn: 0.24 | lrm: 1.00 | dt: 396ms | tok/sec: 1,323,567 | mfu: 27.8% | epoch: 1 | remaining: 599s    
step 00013 (0.1%) | phase: prefix | loss: 5.730769 | gn: 0.24 | lrm: 1.00 | dt: 394ms | tok/sec: 1,332,103 | mfu: 28.0% | epoch: 1 | remaining: 599s    
step 00014 (0.2%) | phase: prefix | loss: 5.545460 | gn: 0.26 | lrm: 1.00 | dt: 422ms | tok/sec: 1,243,571 | mfu: 26.1% | epoch: 1 | remaining: 598s    
step 00015 (0.3%) | phase: prefix | loss: 5.362680 | gn: 0.32 | lrm: 1.00 | dt: 393ms | tok/sec: 1,332,883 | mfu: 28.0% | epoch: 1 | remaining: 598s    
step 00016 (0.3%) | phase: prefix | loss: 5.186064 | gn: 0.47 | lrm: 1.00 | dt: 401ms | tok/sec: 1,306,389 | mfu: 27.4% | epoch: 1 | remaining: 598s    
step 00017 (0.4%) | phase: prefix | loss: 5.012372 | gn: 0.42 | lrm: 1.00 | dt: 408ms | tok/sec: 1,283,899 | mfu: 26.9% | epoch: 1 | remaining: 597s    
step 00018 (0.5%) | phase: prefix | loss: 4.846487 | gn: 0.18 | lrm: 1.00 | dt: 385ms | tok/sec: 1,362,073 | mfu: 28.6% | epoch: 1 | remaining: 597s    
step 00019 (0.5%) | phase: prefix | loss: 4.687129 | gn: 0.31 | lrm: 1.00 | dt: 406ms | tok/sec: 1,292,389 | mfu: 27.1% | epoch: 1 | remaining: 596s    
step 00020 (0.6%) | phase: prefix | loss: 4.530715 | gn: 0.21 | lrm: 1.00 | dt: 391ms | tok/sec: 1,341,625 | mfu: 28.2% | epoch: 1 | remaining: 596s    
step 00021 (0.7%) | phase: prefix | loss: 4.380692 | gn: 0.18 | lrm: 1.00 | dt: 377ms | tok/sec: 1,391,986 | mfu: 29.2% | epoch: 1 | remaining: 596s    
step 00022 (0.7%) | phase: prefix | loss: 4.246747 | gn: 0.21 | lrm: 1.00 | dt: 382ms | tok/sec: 1,372,447 | mfu: 28.8% | epoch: 1 | remaining: 595s    
step 00023 (0.8%) | phase: prefix | loss: 4.120245 | gn: 0.24 | lrm: 1.00 | dt: 385ms | tok/sec: 1,360,092 | mfu: 28.5% | epoch: 1 | remaining: 595s    
step 00024 (0.9%) | phase: prefix | loss: 3.996095 | gn: 0.23 | lrm: 1.00 | dt: 405ms | tok/sec: 1,294,309 | mfu: 27.2% | epoch: 1 | remaining: 594s    
step 00025 (0.9%) | phase: prefix | loss: 3.877625 | gn: 0.22 | lrm: 1.00 | dt: 376ms | tok/sec: 1,392,972 | mfu: 29.2% | epoch: 1 | remaining: 594s    
step 00026 (1.0%) | phase: prefix | loss: 3.772385 | gn: 0.15 | lrm: 1.00 | dt: 357ms | tok/sec: 1,466,756 | mfu: 30.8% | epoch: 1 | remaining: 594s    
step 00027 (1.0%) | phase: prefix | loss: 3.665990 | gn: 0.24 | lrm: 1.00 | dt: 387ms | tok/sec: 1,353,814 | mfu: 28.4% | epoch: 1 | remaining: 593s    
step 00028 (1.1%) | phase: prefix | loss: 3.580432 | gn: 0.56 | lrm: 1.00 | dt: 372ms | tok/sec: 1,409,023 | mfu: 29.6% | epoch: 1 | remaining: 593s    
step 00029 (1.2%) | phase: prefix | loss: 3.504031 | gn: 0.70 | lrm: 1.00 | dt: 397ms | tok/sec: 1,320,783 | mfu: 27.7% | epoch: 1 | remaining: 593s    
step 00030 (1.2%) | phase: prefix | loss: 3.431092 | gn: 0.19 | lrm: 1.00 | dt: 390ms | tok/sec: 1,344,246 | mfu: 28.2% | epoch: 1 | remaining: 592s    
step 00031 (1.3%) | phase: prefix | loss: 3.366265 | gn: 0.46 | lrm: 1.00 | dt: 364ms | tok/sec: 1,440,388 | mfu: 30.2% | epoch: 1 | remaining: 592s    
step 00032 (1.4%) | phase: prefix | loss: 3.302755 | gn: 0.22 | lrm: 1.00 | dt: 372ms | tok/sec: 1,409,111 | mfu: 29.6% | epoch: 1 | remaining: 591s    
step 00033 (1.4%) | phase: prefix | loss: 3.247118 | gn: 0.28 | lrm: 1.00 | dt: 359ms | tok/sec: 1,460,416 | mfu: 30.6% | epoch: 1 | remaining: 591s    
step 00034 (1.5%) | phase: prefix | loss: 3.193385 | gn: 0.29 | lrm: 1.00 | dt: 378ms | tok/sec: 1,386,893 | mfu: 29.1% | epoch: 1 | remaining: 591s    
step 00035 (1.5%) | phase: prefix | loss: 3.149174 | gn: 0.31 | lrm: 1.00 | dt: 383ms | tok/sec: 1,369,734 | mfu: 28.7% | epoch: 1 | remaining: 590s    
step 00036 (1.6%) | phase: prefix | loss: 3.103468 | gn: 0.34 | lrm: 1.00 | dt: 421ms | tok/sec: 1,244,968 | mfu: 26.1% | epoch: 1 | remaining: 590s    
step 00037 (1.7%) | phase: prefix | loss: 3.061550 | gn: 0.28 | lrm: 1.00 | dt: 396ms | tok/sec: 1,324,763 | mfu: 27.8% | epoch: 1 | remaining: 590s    
step 00038 (1.7%) | phase: prefix | loss: 3.024704 | gn: 0.31 | lrm: 1.00 | dt: 372ms | tok/sec: 1,410,750 | mfu: 29.6% | epoch: 1 | remaining: 589s    
step 00039 (1.8%) | phase: prefix | loss: 2.991605 | gn: 0.28 | lrm: 1.00 | dt: 362ms | tok/sec: 1,450,115 | mfu: 30.4% | epoch: 1 | remaining: 589s    
step 00040 (1.9%) | phase: prefix | loss: 2.964399 | gn: 0.26 | lrm: 1.00 | dt: 357ms | tok/sec: 1,469,568 | mfu: 30.8% | epoch: 1 | remaining: 588s    
step 00041 (1.9%) | phase: prefix | loss: 2.937222 | gn: 0.22 | lrm: 1.00 | dt: 381ms | tok/sec: 1,377,273 | mfu: 28.9% | epoch: 1 | remaining: 588s    
step 00042 (2.0%) | phase: prefix | loss: 2.912941 | gn: 0.37 | lrm: 1.00 | dt: 374ms | tok/sec: 1,402,679 | mfu: 29.4% | epoch: 1 | remaining: 588s    
step 00043 (2.1%) | phase: prefix | loss: 2.890361 | gn: 0.64 | lrm: 1.00 | dt: 407ms | tok/sec: 1,287,416 | mfu: 27.0% | epoch: 1 | remaining: 587s    
step 00044 (2.1%) | phase: prefix | loss: 2.871231 | gn: 0.52 | lrm: 1.00 | dt: 361ms | tok/sec: 1,450,446 | mfu: 30.4% | epoch: 1 | remaining: 587s    
step 00045 (2.2%) | phase: prefix | loss: 2.854618 | gn: 0.27 | lrm: 1.00 | dt: 419ms | tok/sec: 1,251,485 | mfu: 26.3% | epoch: 1 | remaining: 586s    
step 00046 (2.3%) | phase: prefix | loss: 2.832396 | gn: 0.41 | lrm: 1.00 | dt: 356ms | tok/sec: 1,470,836 | mfu: 30.9% | epoch: 1 | remaining: 586s    
step 00047 (2.3%) | phase: prefix | loss: 2.810112 | gn: 0.31 | lrm: 1.00 | dt: 389ms | tok/sec: 1,348,717 | mfu: 28.3% | epoch: 1 | remaining: 586s    
step 00048 (2.4%) | phase: prefix | loss: 2.797545 | gn: 0.30 | lrm: 1.00 | dt: 367ms | tok/sec: 1,429,057 | mfu: 30.0% | epoch: 1 | remaining: 585s    
step 00049 (2.4%) | phase: prefix | loss: 2.777255 | gn: 0.23 | lrm: 1.00 | dt: 356ms | tok/sec: 1,473,221 | mfu: 30.9% | epoch: 1 | remaining: 585s    
step 00050 (2.5%) | phase: prefix | loss: 2.758046 | gn: 0.17 | lrm: 1.00 | dt: 379ms | tok/sec: 1,381,810 | mfu: 29.0% | epoch: 1 | remaining: 585s    
step 00051 (2.6%) | phase: prefix | loss: 2.743642 | gn: 0.14 | lrm: 1.00 | dt: 386ms | tok/sec: 1,357,038 | mfu: 28.5% | epoch: 1 | remaining: 584s    
step 00052 (2.6%) | phase: prefix | loss: 2.724579 | gn: 0.18 | lrm: 1.00 | dt: 368ms | tok/sec: 1,425,597 | mfu: 29.9% | epoch: 1 | remaining: 584s    
step 00053 (2.7%) | phase: prefix | loss: 2.711557 | gn: 0.19 | lrm: 1.00 | dt: 361ms | tok/sec: 1,453,606 | mfu: 30.5% | epoch: 1 | remaining: 584s    
step 00054 (2.7%) | phase: prefix | loss: 2.700947 | gn: 0.27 | lrm: 1.00 | dt: 361ms | tok/sec: 1,451,834 | mfu: 30.5% | epoch: 1 | remaining: 583s    
step 00055 (2.8%) | phase: prefix | loss: 2.684557 | gn: 0.38 | lrm: 1.00 | dt: 375ms | tok/sec: 1,398,595 | mfu: 29.3% | epoch: 1 | remaining: 583s    
step 00056 (2.9%) | phase: prefix | loss: 2.671412 | gn: 0.49 | lrm: 1.00 | dt: 380ms | tok/sec: 1,380,872 | mfu: 29.0% | epoch: 1 | remaining: 582s    
step 00057 (2.9%) | phase: prefix | loss: 2.664215 | gn: 0.54 | lrm: 1.00 | dt: 373ms | tok/sec: 1,405,511 | mfu: 29.5% | epoch: 1 | remaining: 582s    
step 00058 (3.0%) | phase: prefix | loss: 2.649446 | gn: 0.46 | lrm: 1.00 | dt: 384ms | tok/sec: 1,365,983 | mfu: 28.7% | epoch: 1 | remaining: 582s    
step 00059 (3.1%) | phase: prefix | loss: 2.639397 | gn: 0.38 | lrm: 1.00 | dt: 377ms | tok/sec: 1,389,929 | mfu: 29.2% | epoch: 1 | remaining: 581s    
step 00060 (3.1%) | phase: prefix | loss: 2.632417 | gn: 0.46 | lrm: 1.00 | dt: 369ms | tok/sec: 1,422,646 | mfu: 29.9% | epoch: 1 | remaining: 581s    
step 00061 (3.2%) | phase: prefix | loss: 2.623975 | gn: 0.41 | lrm: 1.00 | dt: 367ms | tok/sec: 1,428,167 | mfu: 30.0% | epoch: 1 | remaining: 581s    
step 00062 (3.2%) | phase: prefix | loss: 2.619189 | gn: 0.32 | lrm: 1.00 | dt: 370ms | tok/sec: 1,417,158 | mfu: 29.7% | epoch: 1 | remaining: 580s    
step 00063 (3.3%) | phase: prefix | loss: 2.607160 | gn: 0.29 | lrm: 1.00 | dt: 377ms | tok/sec: 1,390,743 | mfu: 29.2% | epoch: 1 | remaining: 580s    
step 00064 (3.4%) | phase: prefix | loss: 2.596627 | gn: 0.20 | lrm: 1.00 | dt: 367ms | tok/sec: 1,428,092 | mfu: 30.0% | epoch: 1 | remaining: 579s    
step 00065 (3.4%) | phase: prefix | loss: 2.580577 | gn: 0.23 | lrm: 1.00 | dt: 375ms | tok/sec: 1,396,242 | mfu: 29.3% | epoch: 1 | remaining: 579s    
step 00066 (3.5%) | phase: prefix | loss: 2.571948 | gn: 0.29 | lrm: 1.00 | dt: 383ms | tok/sec: 1,367,625 | mfu: 28.7% | epoch: 1 | remaining: 579s    
step 00067 (3.6%) | phase: prefix | loss: 2.561261 | gn: 0.28 | lrm: 1.00 | dt: 379ms | tok/sec: 1,383,853 | mfu: 29.0% | epoch: 1 | remaining: 578s    
step 00068 (3.6%) | phase: prefix | loss: 2.552380 | gn: 0.24 | lrm: 1.00 | dt: 375ms | tok/sec: 1,396,566 | mfu: 29.3% | epoch: 1 | remaining: 578s    
step 00069 (3.7%) | phase: prefix | loss: 2.546337 | gn: 0.19 | lrm: 1.00 | dt: 369ms | tok/sec: 1,421,437 | mfu: 29.8% | epoch: 1 | remaining: 578s    
step 00070 (3.7%) | phase: prefix | loss: 2.534774 | gn: 0.20 | lrm: 1.00 | dt: 370ms | tok/sec: 1,416,824 | mfu: 29.7% | epoch: 1 | remaining: 577s    
step 00071 (3.8%) | phase: prefix | loss: 2.526090 | gn: 0.25 | lrm: 1.00 | dt: 373ms | tok/sec: 1,407,103 | mfu: 29.5% | epoch: 1 | remaining: 577s    
step 00072 (3.9%) | phase: prefix | loss: 2.513662 | gn: 0.26 | lrm: 1.00 | dt: 370ms | tok/sec: 1,418,004 | mfu: 29.8% | epoch: 1 | remaining: 576s    
step 00073 (3.9%) | phase: prefix | loss: 2.499885 | gn: 0.23 | lrm: 1.00 | dt: 361ms | tok/sec: 1,453,373 | mfu: 30.5% | epoch: 1 | remaining: 576s    
step 00074 (4.0%) | phase: prefix | loss: 2.490061 | gn: 0.23 | lrm: 1.00 | dt: 363ms | tok/sec: 1,446,288 | mfu: 30.3% | epoch: 1 | remaining: 576s    
step 00075 (4.1%) | phase: prefix | loss: 2.486117 | gn: 0.33 | lrm: 1.00 | dt: 380ms | tok/sec: 1,381,486 | mfu: 29.0% | epoch: 1 | remaining: 575s    
step 00076 (4.1%) | phase: prefix | loss: 2.478843 | gn: 0.44 | lrm: 1.00 | dt: 406ms | tok/sec: 1,290,103 | mfu: 27.1% | epoch: 1 | remaining: 575s    
step 00077 (4.2%) | phase: prefix | loss: 2.473175 | gn: 0.48 | lrm: 1.00 | dt: 384ms | tok/sec: 1,364,564 | mfu: 28.6% | epoch: 1 | remaining: 575s    
step 00078 (4.2%) | phase: prefix | loss: 2.464102 | gn: 0.47 | lrm: 1.00 | dt: 374ms | tok/sec: 1,400,840 | mfu: 29.4% | epoch: 1 | remaining: 574s    
step 00079 (4.3%) | phase: prefix | loss: 2.452882 | gn: 0.31 | lrm: 1.00 | dt: 404ms | tok/sec: 1,297,133 | mfu: 27.2% | epoch: 1 | remaining: 574s    
