W0326 21:30:58.588000 4931 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] torch._dynamo hit config.recompile_limit (8)
W0326 21:30:58.588000 4931 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8]    function: 'adamw_step_fused' (/content/autoresearch_calm/train.py:489)
W0326 21:30:58.588000 4931 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8]    last reason: 1/7: tensor 'p' rank mismatch. expected 1, actual 2. Guard failed on a parameter, consider using torch._dynamo.config.force_parameter_static_shapes = False to allow dynamism on parameters.
W0326 21:30:58.588000 4931 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] To log all recompilation reasons, use TORCH_LOGS="recompiles".
W0326 21:30:58.588000 4931 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] To diagnose recompilation issues, see https://pytorch.org/docs/main/torch.compiler_troubleshooting.html
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  chunk_gate              : 524,800
  chunk_gate_hidden       : 754,400
  chunk_gate_resid        : 376,832
  chunk_resid             : 262,144
  chunk_pre_adapter       : 12,296
  chunk_pre_backbone      : 1,024
  chunk_post_backbone     : 1,024
  live_carry              : 512
  chunk_decode_offsets    : 1,024
  chunk_decode_hidden     : 123,120
  chunk_decode_proj       : 245,760
  chunk_pre_norm          : 1,024
  chunk_interface         : 262,656
  chunk_interface_scale   : 512
  token_shortcut_head     : 4,194,304
  shortcut_scale          : 2
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 57,093,610
Estimated FLOPs per token: 2.076211e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 16

step 00000 (0.0%) | phase: prefix | loss: 9.010914 | gn: 8.10 | lrm: 1.00 | dt: 31947ms | tok/sec: 16,411 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | phase: prefix | loss: 8.996847 | gn: 1.26 | lrm: 1.00 | dt: 339ms | tok/sec: 1,546,582 | mfu: 32.5% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | phase: prefix | loss: 9.469363 | gn: 7.91 | lrm: 1.00 | dt: 314ms | tok/sec: 1,670,184 | mfu: 35.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | phase: prefix | loss: 8.879830 | gn: 1.47 | lrm: 1.00 | dt: 379ms | tok/sec: 1,381,862 | mfu: 29.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | phase: prefix | loss: 8.315748 | gn: 1.15 | lrm: 1.00 | dt: 387ms | tok/sec: 1,354,454 | mfu: 28.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | phase: prefix | loss: 7.887379 | gn: 1.23 | lrm: 1.00 | dt: 367ms | tok/sec: 1,426,751 | mfu: 29.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | phase: prefix | loss: 7.515990 | gn: 0.60 | lrm: 1.00 | dt: 379ms | tok/sec: 1,384,261 | mfu: 29.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | phase: prefix | loss: 7.185636 | gn: 0.57 | lrm: 1.00 | dt: 344ms | tok/sec: 1,524,116 | mfu: 32.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | phase: prefix | loss: 6.891227 | gn: 0.44 | lrm: 1.00 | dt: 360ms | tok/sec: 1,455,488 | mfu: 30.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | phase: prefix | loss: 6.625368 | gn: 0.33 | lrm: 1.00 | dt: 349ms | tok/sec: 1,503,823 | mfu: 31.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | phase: prefix | loss: 6.371659 | gn: 0.28 | lrm: 1.00 | dt: 355ms | tok/sec: 1,477,965 | mfu: 31.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | phase: prefix | loss: 6.146399 | gn: 0.26 | lrm: 1.00 | dt: 340ms | tok/sec: 1,541,291 | mfu: 32.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | phase: prefix | loss: 5.932124 | gn: 0.24 | lrm: 1.00 | dt: 349ms | tok/sec: 1,504,335 | mfu: 31.6% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | phase: prefix | loss: 5.733294 | gn: 0.25 | lrm: 1.00 | dt: 352ms | tok/sec: 1,490,944 | mfu: 31.3% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | phase: prefix | loss: 5.547511 | gn: 0.26 | lrm: 1.00 | dt: 369ms | tok/sec: 1,421,142 | mfu: 29.8% | epoch: 1 | remaining: 299s    
step 00015 (0.5%) | phase: prefix | loss: 5.365248 | gn: 0.33 | lrm: 1.00 | dt: 351ms | tok/sec: 1,491,960 | mfu: 31.3% | epoch: 1 | remaining: 298s    
step 00016 (0.6%) | phase: prefix | loss: 5.189035 | gn: 0.49 | lrm: 1.00 | dt: 347ms | tok/sec: 1,509,475 | mfu: 31.7% | epoch: 1 | remaining: 298s    
step 00017 (0.7%) | phase: prefix | loss: 5.014744 | gn: 0.41 | lrm: 1.00 | dt: 349ms | tok/sec: 1,503,908 | mfu: 31.6% | epoch: 1 | remaining: 298s    
step 00018 (0.8%) | phase: prefix | loss: 4.848603 | gn: 0.19 | lrm: 1.00 | dt: 345ms | tok/sec: 1,521,257 | mfu: 31.9% | epoch: 1 | remaining: 297s    
step 00019 (0.9%) | phase: prefix | loss: 4.688321 | gn: 0.29 | lrm: 1.00 | dt: 368ms | tok/sec: 1,425,426 | mfu: 29.9% | epoch: 1 | remaining: 297s    
step 00020 (1.1%) | phase: prefix | loss: 4.531080 | gn: 0.20 | lrm: 1.00 | dt: 372ms | tok/sec: 1,409,761 | mfu: 29.6% | epoch: 1 | remaining: 296s    
step 00021 (1.2%) | phase: prefix | loss: 4.380497 | gn: 0.17 | lrm: 1.00 | dt: 363ms | tok/sec: 1,445,970 | mfu: 30.3% | epoch: 1 | remaining: 296s    
step 00022 (1.3%) | phase: prefix | loss: 4.246719 | gn: 0.17 | lrm: 1.00 | dt: 374ms | tok/sec: 1,401,679 | mfu: 29.4% | epoch: 1 | remaining: 296s    
step 00023 (1.4%) | phase: prefix | loss: 4.120561 | gn: 0.23 | lrm: 1.00 | dt: 369ms | tok/sec: 1,418,992 | mfu: 29.8% | epoch: 1 | remaining: 295s    
step 00024 (1.5%) | phase: prefix | loss: 3.996399 | gn: 0.22 | lrm: 1.00 | dt: 351ms | tok/sec: 1,493,772 | mfu: 31.3% | epoch: 1 | remaining: 295s    
step 00025 (1.7%) | phase: prefix | loss: 3.876759 | gn: 0.18 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,955 | mfu: 33.8% | epoch: 1 | remaining: 295s    
step 00026 (1.8%) | phase: prefix | loss: 3.771096 | gn: 0.17 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,068 | mfu: 34.5% | epoch: 1 | remaining: 294s    
step 00027 (1.9%) | phase: prefix | loss: 3.664279 | gn: 0.28 | lrm: 1.00 | dt: 341ms | tok/sec: 1,536,300 | mfu: 32.2% | epoch: 1 | remaining: 294s    
step 00028 (2.0%) | phase: prefix | loss: 3.581092 | gn: 0.57 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,439 | mfu: 33.9% | epoch: 1 | remaining: 294s    
step 00029 (2.1%) | phase: prefix | loss: 3.503845 | gn: 0.66 | lrm: 1.00 | dt: 352ms | tok/sec: 1,489,428 | mfu: 31.3% | epoch: 1 | remaining: 293s    
step 00030 (2.2%) | phase: prefix | loss: 3.432515 | gn: 0.30 | lrm: 1.00 | dt: 342ms | tok/sec: 1,534,022 | mfu: 32.2% | epoch: 1 | remaining: 293s    
step 00031 (2.3%) | phase: prefix | loss: 3.365730 | gn: 0.32 | lrm: 1.00 | dt: 339ms | tok/sec: 1,546,563 | mfu: 32.5% | epoch: 1 | remaining: 293s    
step 00032 (2.4%) | phase: prefix | loss: 3.301341 | gn: 0.19 | lrm: 1.00 | dt: 334ms | tok/sec: 1,569,346 | mfu: 32.9% | epoch: 1 | remaining: 292s    
step 00033 (2.6%) | phase: prefix | loss: 3.245645 | gn: 0.23 | lrm: 1.00 | dt: 314ms | tok/sec: 1,669,143 | mfu: 35.0% | epoch: 1 | remaining: 292s    
step 00034 (2.7%) | phase: prefix | loss: 3.192309 | gn: 0.28 | lrm: 1.00 | dt: 336ms | tok/sec: 1,560,256 | mfu: 32.7% | epoch: 1 | remaining: 292s    
step 00035 (2.8%) | phase: prefix | loss: 3.148574 | gn: 0.36 | lrm: 1.00 | dt: 338ms | tok/sec: 1,551,935 | mfu: 32.6% | epoch: 1 | remaining: 291s    
step 00036 (2.9%) | phase: prefix | loss: 3.103129 | gn: 0.46 | lrm: 1.00 | dt: 369ms | tok/sec: 1,421,190 | mfu: 29.8% | epoch: 1 | remaining: 291s    
step 00037 (3.0%) | phase: prefix | loss: 3.062469 | gn: 0.33 | lrm: 1.00 | dt: 344ms | tok/sec: 1,524,247 | mfu: 32.0% | epoch: 1 | remaining: 291s    
step 00038 (3.1%) | phase: prefix | loss: 3.024802 | gn: 0.17 | lrm: 1.00 | dt: 344ms | tok/sec: 1,525,742 | mfu: 32.0% | epoch: 1 | remaining: 290s    
step 00039 (3.2%) | phase: prefix | loss: 2.991060 | gn: 0.27 | lrm: 1.00 | dt: 335ms | tok/sec: 1,563,195 | mfu: 32.8% | epoch: 1 | remaining: 290s    
step 00040 (3.4%) | phase: prefix | loss: 2.964271 | gn: 0.35 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,886 | mfu: 33.9% | epoch: 1 | remaining: 290s    
step 00041 (3.5%) | phase: prefix | loss: 2.938465 | gn: 0.37 | lrm: 1.00 | dt: 354ms | tok/sec: 1,481,432 | mfu: 31.1% | epoch: 1 | remaining: 289s    
step 00042 (3.6%) | phase: prefix | loss: 2.915717 | gn: 0.42 | lrm: 1.00 | dt: 332ms | tok/sec: 1,577,783 | mfu: 33.1% | epoch: 1 | remaining: 289s    
step 00043 (3.7%) | phase: prefix | loss: 2.890374 | gn: 0.36 | lrm: 1.00 | dt: 355ms | tok/sec: 1,477,877 | mfu: 31.0% | epoch: 1 | remaining: 289s    
step 00044 (3.8%) | phase: prefix | loss: 2.868071 | gn: 0.31 | lrm: 1.00 | dt: 338ms | tok/sec: 1,549,281 | mfu: 32.5% | epoch: 1 | remaining: 288s    
step 00045 (3.9%) | phase: prefix | loss: 2.851957 | gn: 0.35 | lrm: 1.00 | dt: 377ms | tok/sec: 1,389,329 | mfu: 29.2% | epoch: 1 | remaining: 288s    
step 00046 (4.0%) | phase: prefix | loss: 2.828928 | gn: 0.23 | lrm: 1.00 | dt: 333ms | tok/sec: 1,572,475 | mfu: 33.0% | epoch: 1 | remaining: 288s    
step 00047 (4.2%) | phase: prefix | loss: 2.806115 | gn: 0.16 | lrm: 1.00 | dt: 351ms | tok/sec: 1,495,338 | mfu: 31.4% | epoch: 1 | remaining: 287s    
step 00048 (4.3%) | phase: prefix | loss: 2.793158 | gn: 0.29 | lrm: 1.00 | dt: 334ms | tok/sec: 1,567,692 | mfu: 32.9% | epoch: 1 | remaining: 287s    
step 00049 (4.4%) | phase: prefix | loss: 2.773856 | gn: 0.41 | lrm: 1.00 | dt: 334ms | tok/sec: 1,567,491 | mfu: 32.9% | epoch: 1 | remaining: 287s    
step 00050 (4.5%) | phase: prefix | loss: 2.757783 | gn: 0.50 | lrm: 1.00 | dt: 335ms | tok/sec: 1,564,802 | mfu: 32.8% | epoch: 1 | remaining: 286s    
step 00051 (4.6%) | phase: prefix | loss: 2.745166 | gn: 0.44 | lrm: 1.00 | dt: 331ms | tok/sec: 1,585,794 | mfu: 33.3% | epoch: 1 | remaining: 286s    
step 00052 (4.7%) | phase: prefix | loss: 2.727817 | gn: 0.37 | lrm: 1.00 | dt: 342ms | tok/sec: 1,532,303 | mfu: 32.2% | epoch: 1 | remaining: 286s    
step 00053 (4.8%) | phase: prefix | loss: 2.715571 | gn: 0.26 | lrm: 1.00 | dt: 350ms | tok/sec: 1,498,941 | mfu: 31.5% | epoch: 1 | remaining: 285s    
step 00054 (4.9%) | phase: prefix | loss: 2.705210 | gn: 0.21 | lrm: 1.00 | dt: 342ms | tok/sec: 1,531,811 | mfu: 32.1% | epoch: 1 | remaining: 285s    
step 00055 (5.1%) | phase: prefix | loss: 2.689087 | gn: 0.24 | lrm: 1.00 | dt: 372ms | tok/sec: 1,408,617 | mfu: 29.6% | epoch: 1 | remaining: 284s    
step 00056 (5.2%) | phase: prefix | loss: 2.674451 | gn: 0.23 | lrm: 1.00 | dt: 359ms | tok/sec: 1,461,122 | mfu: 30.7% | epoch: 1 | remaining: 284s    
step 00057 (5.3%) | phase: prefix | loss: 2.665435 | gn: 0.29 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,968 | mfu: 34.3% | epoch: 1 | remaining: 284s    
step 00058 (5.4%) | phase: prefix | loss: 2.649144 | gn: 0.29 | lrm: 1.00 | dt: 330ms | tok/sec: 1,588,127 | mfu: 33.3% | epoch: 1 | remaining: 283s    
step 00059 (5.5%) | phase: prefix | loss: 2.636611 | gn: 0.30 | lrm: 1.00 | dt: 330ms | tok/sec: 1,591,159 | mfu: 33.4% | epoch: 1 | remaining: 283s    
step 00060 (5.6%) | phase: prefix | loss: 2.627847 | gn: 0.40 | lrm: 1.00 | dt: 308ms | tok/sec: 1,704,448 | mfu: 35.8% | epoch: 1 | remaining: 283s    
step 00061 (5.7%) | phase: prefix | loss: 2.618308 | gn: 0.42 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,289 | mfu: 33.9% | epoch: 1 | remaining: 282s    
step 00062 (5.8%) | phase: prefix | loss: 2.612949 | gn: 0.41 | lrm: 1.00 | dt: 332ms | tok/sec: 1,581,381 | mfu: 33.2% | epoch: 1 | remaining: 282s    
step 00063 (6.0%) | phase: prefix | loss: 2.603428 | gn: 0.46 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,543 | mfu: 34.2% | epoch: 1 | remaining: 282s    
step 00064 (6.1%) | phase: prefix | loss: 2.594358 | gn: 0.35 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,416 | mfu: 34.2% | epoch: 1 | remaining: 281s    
step 00065 (6.2%) | phase: prefix | loss: 2.577851 | gn: 0.22 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,173 | mfu: 33.5% | epoch: 1 | remaining: 281s    
step 00066 (6.3%) | phase: prefix | loss: 2.568732 | gn: 0.22 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,495 | mfu: 33.5% | epoch: 1 | remaining: 281s    
step 00067 (6.4%) | phase: prefix | loss: 2.558662 | gn: 0.32 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,191 | mfu: 33.6% | epoch: 1 | remaining: 281s    
step 00068 (6.5%) | phase: prefix | loss: 2.554116 | gn: 0.49 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,143 | mfu: 33.7% | epoch: 1 | remaining: 280s    
step 00069 (6.6%) | phase: prefix | loss: 2.552206 | gn: 0.53 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,757 | mfu: 33.3% | epoch: 1 | remaining: 280s    
step 00070 (6.7%) | phase: prefix | loss: 2.544735 | gn: 0.45 | lrm: 1.00 | dt: 334ms | tok/sec: 1,569,234 | mfu: 32.9% | epoch: 1 | remaining: 280s    
step 00071 (6.8%) | phase: prefix | loss: 2.536159 | gn: 0.31 | lrm: 1.00 | dt: 358ms | tok/sec: 1,465,655 | mfu: 30.8% | epoch: 1 | remaining: 279s    
step 00072 (6.9%) | phase: prefix | loss: 2.521462 | gn: 0.19 | lrm: 1.00 | dt: 336ms | tok/sec: 1,558,379 | mfu: 32.7% | epoch: 1 | remaining: 279s    
step 00073 (7.1%) | phase: prefix | loss: 2.506503 | gn: 0.15 | lrm: 1.00 | dt: 329ms | tok/sec: 1,591,777 | mfu: 33.4% | epoch: 1 | remaining: 278s    
step 00074 (7.2%) | phase: prefix | loss: 2.496519 | gn: 0.19 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,583 | mfu: 33.6% | epoch: 1 | remaining: 278s    
step 00075 (7.3%) | phase: prefix | loss: 2.490491 | gn: 0.25 | lrm: 1.00 | dt: 342ms | tok/sec: 1,533,494 | mfu: 32.2% | epoch: 1 | remaining: 278s    
step 00076 (7.4%) | phase: prefix | loss: 2.481297 | gn: 0.30 | lrm: 1.00 | dt: 352ms | tok/sec: 1,488,862 | mfu: 31.2% | epoch: 1 | remaining: 277s    
step 00077 (7.5%) | phase: prefix | loss: 2.472223 | gn: 0.30 | lrm: 1.00 | dt: 334ms | tok/sec: 1,569,605 | mfu: 32.9% | epoch: 1 | remaining: 277s    
step 00078 (7.6%) | phase: prefix | loss: 2.458083 | gn: 0.22 | lrm: 1.00 | dt: 334ms | tok/sec: 1,568,165 | mfu: 32.9% | epoch: 1 | remaining: 277s    
step 00079 (7.7%) | phase: prefix | loss: 2.444590 | gn: 0.17 | lrm: 1.00 | dt: 332ms | tok/sec: 1,577,961 | mfu: 33.1% | epoch: 1 | remaining: 276s    
