W0331 02:08:46.713000 2403512 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] torch._dynamo hit config.recompile_limit (8)
W0331 02:08:46.713000 2403512 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8]    function: 'adamw_step_fused' (/content/autoresearch_calm/train.py:489)
W0331 02:08:46.713000 2403512 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8]    last reason: 1/7: tensor 'p' rank mismatch. expected 1, actual 2. Guard failed on a parameter, consider using torch._dynamo.config.force_parameter_static_shapes = False to allow dynamism on parameters.
W0331 02:08:46.713000 2403512 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] To log all recompilation reasons, use TORCH_LOGS="recompiles".
W0331 02:08:46.713000 2403512 .venv/lib/python3.12/site-packages/torch/_dynamo/convert_frame.py:1358] [1/8] To diagnose recompilation issues, see https://pytorch.org/docs/main/torch.compiler_troubleshooting.html
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  chunk_gate              : 524,800
  chunk_gate_hidden       : 754,400
  chunk_gate_resid        : 376,832
  chunk_resid             : 262,144
  chunk_pre_adapter       : 12,296
  chunk_pre_backbone      : 1,024
  chunk_post_backbone     : 1,024
  live_carry              : 512
  chunk_decode_offsets    : 1,024
  chunk_decode_hidden     : 123,120
  chunk_decode_proj       : 245,760
  chunk_pre_norm          : 1,024
  chunk_interface         : 262,656
  chunk_interface_scale   : 512
  token_shortcut_head     : 4,194,304
  shortcut_scale          : 2
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 57,093,610
Estimated FLOPs per token: 2.076211e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 6000s
Gradient accumulation steps: 16

step 00000 (0.0%) | phase: prefix | loss: 9.010914 | gn: 8.10 | lrm: 1.00 | dt: 8759ms | tok/sec: 59,856 | mfu: 1.3% | epoch: 1 | remaining: 6000s    
step 00001 (0.0%) | phase: prefix | loss: 8.996847 | gn: 1.26 | lrm: 1.00 | dt: 349ms | tok/sec: 1,500,589 | mfu: 31.5% | epoch: 1 | remaining: 6000s    
step 00002 (0.0%) | phase: prefix | loss: 9.469361 | gn: 7.91 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,137 | mfu: 33.5% | epoch: 1 | remaining: 6000s    
step 00003 (0.0%) | phase: prefix | loss: 8.879834 | gn: 1.47 | lrm: 1.00 | dt: 379ms | tok/sec: 1,382,857 | mfu: 29.0% | epoch: 1 | remaining: 6000s    
step 00004 (0.0%) | phase: prefix | loss: 8.315693 | gn: 1.15 | lrm: 1.00 | dt: 400ms | tok/sec: 1,310,942 | mfu: 27.5% | epoch: 1 | remaining: 6000s    
step 00005 (0.0%) | phase: prefix | loss: 7.887095 | gn: 1.23 | lrm: 1.00 | dt: 365ms | tok/sec: 1,435,685 | mfu: 30.1% | epoch: 1 | remaining: 6000s    
step 00006 (0.0%) | phase: prefix | loss: 7.514535 | gn: 0.61 | lrm: 1.00 | dt: 380ms | tok/sec: 1,380,493 | mfu: 29.0% | epoch: 1 | remaining: 6000s    
step 00007 (0.0%) | phase: prefix | loss: 7.183730 | gn: 0.57 | lrm: 1.00 | dt: 357ms | tok/sec: 1,466,853 | mfu: 30.8% | epoch: 1 | remaining: 6000s    
step 00008 (0.0%) | phase: prefix | loss: 6.887142 | gn: 0.44 | lrm: 1.00 | dt: 356ms | tok/sec: 1,472,812 | mfu: 30.9% | epoch: 1 | remaining: 6000s    
step 00009 (0.0%) | phase: prefix | loss: 6.619671 | gn: 0.33 | lrm: 1.00 | dt: 364ms | tok/sec: 1,441,730 | mfu: 30.3% | epoch: 1 | remaining: 6000s    
step 00010 (0.0%) | phase: prefix | loss: 6.364751 | gn: 0.28 | lrm: 1.00 | dt: 364ms | tok/sec: 1,440,359 | mfu: 30.2% | epoch: 1 | remaining: 6000s    
step 00011 (0.0%) | phase: prefix | loss: 6.138348 | gn: 0.26 | lrm: 1.00 | dt: 359ms | tok/sec: 1,460,324 | mfu: 30.6% | epoch: 1 | remaining: 6000s    
step 00012 (0.0%) | phase: prefix | loss: 5.923124 | gn: 0.24 | lrm: 1.00 | dt: 373ms | tok/sec: 1,404,800 | mfu: 29.5% | epoch: 1 | remaining: 5999s    
step 00013 (0.0%) | phase: prefix | loss: 5.723200 | gn: 0.24 | lrm: 1.00 | dt: 383ms | tok/sec: 1,368,832 | mfu: 28.7% | epoch: 1 | remaining: 5999s    
step 00014 (0.0%) | phase: prefix | loss: 5.537278 | gn: 0.25 | lrm: 1.00 | dt: 390ms | tok/sec: 1,342,991 | mfu: 28.2% | epoch: 1 | remaining: 5998s    
step 00015 (0.0%) | phase: prefix | loss: 5.354230 | gn: 0.32 | lrm: 1.00 | dt: 379ms | tok/sec: 1,382,010 | mfu: 29.0% | epoch: 1 | remaining: 5998s    
step 00016 (0.0%) | phase: prefix | loss: 5.178051 | gn: 0.53 | lrm: 1.00 | dt: 374ms | tok/sec: 1,402,653 | mfu: 29.4% | epoch: 1 | remaining: 5998s    
step 00017 (0.0%) | phase: prefix | loss: 5.004747 | gn: 0.47 | lrm: 1.00 | dt: 369ms | tok/sec: 1,420,222 | mfu: 29.8% | epoch: 1 | remaining: 5997s    
step 00018 (0.0%) | phase: prefix | loss: 4.838602 | gn: 0.20 | lrm: 1.00 | dt: 349ms | tok/sec: 1,501,858 | mfu: 31.5% | epoch: 1 | remaining: 5997s    
step 00019 (0.0%) | phase: prefix | loss: 4.678917 | gn: 0.32 | lrm: 1.00 | dt: 378ms | tok/sec: 1,387,115 | mfu: 29.1% | epoch: 1 | remaining: 5997s    
step 00020 (0.1%) | phase: prefix | loss: 4.521495 | gn: 0.18 | lrm: 1.00 | dt: 364ms | tok/sec: 1,441,607 | mfu: 30.2% | epoch: 1 | remaining: 5996s    
step 00021 (0.1%) | phase: prefix | loss: 4.371324 | gn: 0.20 | lrm: 1.00 | dt: 351ms | tok/sec: 1,492,468 | mfu: 31.3% | epoch: 1 | remaining: 5996s    
step 00022 (0.1%) | phase: prefix | loss: 4.236961 | gn: 0.16 | lrm: 1.00 | dt: 351ms | tok/sec: 1,494,316 | mfu: 31.4% | epoch: 1 | remaining: 5996s    
step 00023 (0.1%) | phase: prefix | loss: 4.110467 | gn: 0.19 | lrm: 1.00 | dt: 359ms | tok/sec: 1,458,788 | mfu: 30.6% | epoch: 1 | remaining: 5995s    
step 00024 (0.1%) | phase: prefix | loss: 3.986106 | gn: 0.20 | lrm: 1.00 | dt: 368ms | tok/sec: 1,426,398 | mfu: 29.9% | epoch: 1 | remaining: 5995s    
step 00025 (0.1%) | phase: prefix | loss: 3.867603 | gn: 0.19 | lrm: 1.00 | dt: 348ms | tok/sec: 1,507,063 | mfu: 31.6% | epoch: 1 | remaining: 5995s    
step 00026 (0.1%) | phase: prefix | loss: 3.762550 | gn: 0.19 | lrm: 1.00 | dt: 349ms | tok/sec: 1,500,952 | mfu: 31.5% | epoch: 1 | remaining: 5994s    
step 00027 (0.1%) | phase: prefix | loss: 3.658286 | gn: 0.34 | lrm: 1.00 | dt: 363ms | tok/sec: 1,445,643 | mfu: 30.3% | epoch: 1 | remaining: 5994s    
step 00028 (0.1%) | phase: prefix | loss: 3.574795 | gn: 0.61 | lrm: 1.00 | dt: 340ms | tok/sec: 1,541,742 | mfu: 32.3% | epoch: 1 | remaining: 5993s    
step 00029 (0.1%) | phase: prefix | loss: 3.495793 | gn: 0.52 | lrm: 1.00 | dt: 357ms | tok/sec: 1,468,663 | mfu: 30.8% | epoch: 1 | remaining: 5993s    
step 00030 (0.1%) | phase: prefix | loss: 3.423633 | gn: 0.24 | lrm: 1.00 | dt: 359ms | tok/sec: 1,461,525 | mfu: 30.7% | epoch: 1 | remaining: 5993s    
step 00031 (0.1%) | phase: prefix | loss: 3.358366 | gn: 0.35 | lrm: 1.00 | dt: 337ms | tok/sec: 1,556,933 | mfu: 32.7% | epoch: 1 | remaining: 5992s    
step 00032 (0.1%) | phase: prefix | loss: 3.294801 | gn: 0.19 | lrm: 1.00 | dt: 354ms | tok/sec: 1,481,682 | mfu: 31.1% | epoch: 1 | remaining: 5992s    
step 00033 (0.1%) | phase: prefix | loss: 3.239651 | gn: 0.30 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,446 | mfu: 33.6% | epoch: 1 | remaining: 5992s    
step 00034 (0.1%) | phase: prefix | loss: 3.186622 | gn: 0.29 | lrm: 1.00 | dt: 356ms | tok/sec: 1,470,880 | mfu: 30.9% | epoch: 1 | remaining: 5991s    
step 00035 (0.1%) | phase: prefix | loss: 3.142790 | gn: 0.26 | lrm: 1.00 | dt: 358ms | tok/sec: 1,462,806 | mfu: 30.7% | epoch: 1 | remaining: 5991s    
step 00036 (0.1%) | phase: prefix | loss: 3.097078 | gn: 0.27 | lrm: 1.00 | dt: 398ms | tok/sec: 1,317,749 | mfu: 27.6% | epoch: 1 | remaining: 5991s    
step 00037 (0.2%) | phase: prefix | loss: 3.056082 | gn: 0.34 | lrm: 1.00 | dt: 371ms | tok/sec: 1,414,196 | mfu: 29.7% | epoch: 1 | remaining: 5990s    
step 00038 (0.2%) | phase: prefix | loss: 3.021595 | gn: 0.50 | lrm: 1.00 | dt: 348ms | tok/sec: 1,506,869 | mfu: 31.6% | epoch: 1 | remaining: 5990s    
step 00039 (0.2%) | phase: prefix | loss: 2.991874 | gn: 0.51 | lrm: 1.00 | dt: 331ms | tok/sec: 1,583,507 | mfu: 33.2% | epoch: 1 | remaining: 5990s    
step 00040 (0.2%) | phase: prefix | loss: 2.965378 | gn: 0.25 | lrm: 1.00 | dt: 343ms | tok/sec: 1,528,984 | mfu: 32.1% | epoch: 1 | remaining: 5989s    
step 00041 (0.2%) | phase: prefix | loss: 2.938615 | gn: 0.27 | lrm: 1.00 | dt: 344ms | tok/sec: 1,525,916 | mfu: 32.0% | epoch: 1 | remaining: 5989s    
step 00042 (0.2%) | phase: prefix | loss: 2.914337 | gn: 0.30 | lrm: 1.00 | dt: 361ms | tok/sec: 1,453,765 | mfu: 30.5% | epoch: 1 | remaining: 5989s    
step 00043 (0.2%) | phase: prefix | loss: 2.888184 | gn: 0.31 | lrm: 1.00 | dt: 396ms | tok/sec: 1,325,592 | mfu: 27.8% | epoch: 1 | remaining: 5988s    
step 00044 (0.2%) | phase: prefix | loss: 2.866916 | gn: 0.38 | lrm: 1.00 | dt: 350ms | tok/sec: 1,497,837 | mfu: 31.4% | epoch: 1 | remaining: 5988s    
step 00045 (0.2%) | phase: prefix | loss: 2.851516 | gn: 0.37 | lrm: 1.00 | dt: 409ms | tok/sec: 1,282,281 | mfu: 26.9% | epoch: 1 | remaining: 5987s    
step 00046 (0.2%) | phase: prefix | loss: 2.829990 | gn: 0.40 | lrm: 1.00 | dt: 352ms | tok/sec: 1,488,134 | mfu: 31.2% | epoch: 1 | remaining: 5987s    
step 00047 (0.2%) | phase: prefix | loss: 2.808360 | gn: 0.39 | lrm: 1.00 | dt: 377ms | tok/sec: 1,390,081 | mfu: 29.2% | epoch: 1 | remaining: 5987s    
step 00048 (0.2%) | phase: prefix | loss: 2.795267 | gn: 0.29 | lrm: 1.00 | dt: 358ms | tok/sec: 1,464,958 | mfu: 30.7% | epoch: 1 | remaining: 5986s    
step 00049 (0.2%) | phase: prefix | loss: 2.774771 | gn: 0.22 | lrm: 1.00 | dt: 357ms | tok/sec: 1,468,601 | mfu: 30.8% | epoch: 1 | remaining: 5986s    
step 00050 (0.2%) | phase: prefix | loss: 2.755959 | gn: 0.20 | lrm: 1.00 | dt: 362ms | tok/sec: 1,449,012 | mfu: 30.4% | epoch: 1 | remaining: 5986s    
step 00051 (0.2%) | phase: prefix | loss: 2.740947 | gn: 0.20 | lrm: 1.00 | dt: 367ms | tok/sec: 1,428,392 | mfu: 30.0% | epoch: 1 | remaining: 5985s    
step 00052 (0.2%) | phase: prefix | loss: 2.722030 | gn: 0.31 | lrm: 1.00 | dt: 340ms | tok/sec: 1,543,218 | mfu: 32.4% | epoch: 1 | remaining: 5985s    
step 00053 (0.3%) | phase: prefix | loss: 2.711543 | gn: 0.41 | lrm: 1.00 | dt: 348ms | tok/sec: 1,505,714 | mfu: 31.6% | epoch: 1 | remaining: 5984s    
step 00054 (0.3%) | phase: prefix | loss: 2.704033 | gn: 0.39 | lrm: 1.00 | dt: 343ms | tok/sec: 1,528,732 | mfu: 32.1% | epoch: 1 | remaining: 5984s    
step 00055 (0.3%) | phase: prefix | loss: 2.688741 | gn: 0.33 | lrm: 1.00 | dt: 354ms | tok/sec: 1,480,872 | mfu: 31.1% | epoch: 1 | remaining: 5984s    
step 00056 (0.3%) | phase: prefix | loss: 2.675924 | gn: 0.37 | lrm: 1.00 | dt: 365ms | tok/sec: 1,437,313 | mfu: 30.2% | epoch: 1 | remaining: 5983s    
step 00057 (0.3%) | phase: prefix | loss: 2.667940 | gn: 0.38 | lrm: 1.00 | dt: 363ms | tok/sec: 1,445,659 | mfu: 30.3% | epoch: 1 | remaining: 5983s    
step 00058 (0.3%) | phase: prefix | loss: 2.653296 | gn: 0.45 | lrm: 1.00 | dt: 363ms | tok/sec: 1,445,460 | mfu: 30.3% | epoch: 1 | remaining: 5983s    
step 00059 (0.3%) | phase: prefix | loss: 2.642202 | gn: 0.40 | lrm: 1.00 | dt: 367ms | tok/sec: 1,428,512 | mfu: 30.0% | epoch: 1 | remaining: 5982s    
step 00060 (0.3%) | phase: prefix | loss: 2.632279 | gn: 0.28 | lrm: 1.00 | dt: 342ms | tok/sec: 1,532,110 | mfu: 32.1% | epoch: 1 | remaining: 5982s    
step 00061 (0.3%) | phase: prefix | loss: 2.621106 | gn: 0.30 | lrm: 1.00 | dt: 349ms | tok/sec: 1,501,329 | mfu: 31.5% | epoch: 1 | remaining: 5982s    
step 00062 (0.3%) | phase: prefix | loss: 2.616026 | gn: 0.43 | lrm: 1.00 | dt: 349ms | tok/sec: 1,501,229 | mfu: 31.5% | epoch: 1 | remaining: 5981s    
step 00063 (0.3%) | phase: prefix | loss: 2.607145 | gn: 0.57 | lrm: 1.00 | dt: 356ms | tok/sec: 1,473,765 | mfu: 30.9% | epoch: 1 | remaining: 5981s    
step 00064 (0.3%) | phase: prefix | loss: 2.601073 | gn: 0.55 | lrm: 1.00 | dt: 337ms | tok/sec: 1,554,843 | mfu: 32.6% | epoch: 1 | remaining: 5981s    
step 00065 (0.3%) | phase: prefix | loss: 2.588860 | gn: 0.36 | lrm: 1.00 | dt: 354ms | tok/sec: 1,481,478 | mfu: 31.1% | epoch: 1 | remaining: 5980s    
step 00066 (0.3%) | phase: prefix | loss: 2.580336 | gn: 0.26 | lrm: 1.00 | dt: 355ms | tok/sec: 1,478,138 | mfu: 31.0% | epoch: 1 | remaining: 5980s    
step 00067 (0.3%) | phase: prefix | loss: 2.568850 | gn: 0.15 | lrm: 1.00 | dt: 351ms | tok/sec: 1,492,641 | mfu: 31.3% | epoch: 1 | remaining: 5980s    
step 00068 (0.3%) | phase: prefix | loss: 2.559915 | gn: 0.14 | lrm: 1.00 | dt: 361ms | tok/sec: 1,451,199 | mfu: 30.4% | epoch: 1 | remaining: 5979s    
step 00069 (0.3%) | phase: prefix | loss: 2.554231 | gn: 0.19 | lrm: 1.00 | dt: 356ms | tok/sec: 1,474,730 | mfu: 30.9% | epoch: 1 | remaining: 5979s    
step 00070 (0.4%) | phase: prefix | loss: 2.543911 | gn: 0.25 | lrm: 1.00 | dt: 347ms | tok/sec: 1,509,392 | mfu: 31.7% | epoch: 1 | remaining: 5978s    
step 00071 (0.4%) | phase: prefix | loss: 2.533902 | gn: 0.29 | lrm: 1.00 | dt: 362ms | tok/sec: 1,448,916 | mfu: 30.4% | epoch: 1 | remaining: 5978s    
step 00072 (0.4%) | phase: prefix | loss: 2.520229 | gn: 0.33 | lrm: 1.00 | dt: 354ms | tok/sec: 1,479,256 | mfu: 31.0% | epoch: 1 | remaining: 5978s    
step 00073 (0.4%) | phase: prefix | loss: 2.507144 | gn: 0.36 | lrm: 1.00 | dt: 343ms | tok/sec: 1,528,203 | mfu: 32.1% | epoch: 1 | remaining: 5977s    
step 00074 (0.4%) | phase: prefix | loss: 2.498912 | gn: 0.31 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,401 | mfu: 33.6% | epoch: 1 | remaining: 5977s    
step 00075 (0.4%) | phase: prefix | loss: 2.493206 | gn: 0.25 | lrm: 1.00 | dt: 355ms | tok/sec: 1,476,511 | mfu: 31.0% | epoch: 1 | remaining: 5977s    
step 00076 (0.4%) | phase: prefix | loss: 2.483056 | gn: 0.22 | lrm: 1.00 | dt: 385ms | tok/sec: 1,363,205 | mfu: 28.6% | epoch: 1 | remaining: 5976s    
step 00077 (0.4%) | phase: prefix | loss: 2.474463 | gn: 0.22 | lrm: 1.00 | dt: 373ms | tok/sec: 1,405,624 | mfu: 29.5% | epoch: 1 | remaining: 5976s    
step 00078 (0.4%) | phase: prefix | loss: 2.460056 | gn: 0.21 | lrm: 1.00 | dt: 349ms | tok/sec: 1,503,547 | mfu: 31.5% | epoch: 1 | remaining: 5976s    
step 00079 (0.4%) | phase: prefix | loss: 2.446912 | gn: 0.24 | lrm: 1.00 | dt: 378ms | tok/sec: 1,388,274 | mfu: 29.1% | epoch: 1 | remaining: 5975s    
